Number of Records,Year_Wind,Values_Wind,Countries
1,01/01/1997,0.014029054,Canada
1,01/01/1997,0.002715301,Mexico
1,01/01/1997,0.751515472,US
1,01/01/1997,0.003301806,Argentina
1,01/01/1997,0.0009051,Brazil
1,01/01/1997,0,Chile
1,01/01/1997,0,Colombia
1,01/01/1997,0,Ecuador
1,01/01/1997,0.000135765,Peru
1,01/01/1997,0,Trinidad & Tobago
1,01/01/1997,0,Venezuela
1,01/01/1997,0.004525501,Austria
1,01/01/1997,0.0018102,Belgium
1,01/01/1997,0,Bulgaria
1,01/01/1997,0,Croatia
1,01/01/1997,0,Cyprus
1,01/01/1997,0,Czech Republic
1,01/01/1997,0.437661221,Denmark
1,01/01/1997,0,Estonia
1,01/01/1997,0.003756166,Finland
1,01/01/1997,0.002518079,France
1,01/01/1997,0.671131828,Germany
1,01/01/1997,0.008372177,Greece
1,01/01/1997,0,Hungary
1,01/01/1997,0,Iceland
1,01/01/1997,0.011315789,Ireland
1,01/01/1997,0.026700457,Italy
1,01/01/1997,0.00045255,Latvia
1,01/01/1997,0,Lithuania
1,01/01/1997,0.000678825,Luxembourg
1,01/01/1997,0.107480653,Netherlands
1,01/01/1997,0,North Macedonia
1,01/01/1997,0,Norway
1,01/01/1997,0.00045255,Poland
1,01/01/1997,0.008598452,Portugal
1,01/01/1997,0,Romania
1,01/01/1997,0,Slovakia
1,01/01/1997,0,Slovenia
1,01/01/1997,0.167896094,Spain
1,01/01/1997,0.045933837,Sweden
1,01/01/1997,0.00045255,Switzerland
1,01/01/1997,0,Turkey
1,01/01/1997,0,Ukraine
1,01/01/1997,0.150925465,United Kingdom
1,01/01/1997,0,Azerbaijan
1,01/01/1997,0,Belarus
1,01/01/1997,0,Kazakhstan
1,01/01/1997,0,Russian Federation
1,01/01/1997,0,Turkmenistan
1,01/01/1997,,USSR
1,01/01/1997,0,Uzbekistan
1,01/01/1997,0,Iran
1,01/01/1997,0,Iraq
1,01/01/1997,0,Israel
1,01/01/1997,0,Kuwait
1,01/01/1997,0,Oman
1,01/01/1997,0,Qatar
1,01/01/1997,0,Saudi Arabia
1,01/01/1997,0,United Arab Emirates
1,01/01/1997,0,Algeria
1,01/01/1997,0,Egypt
1,01/01/1997,0,Morocco
1,01/01/1997,0,South Africa
1,01/01/1997,0,Eastern Africa
1,01/01/1997,0.001697063,Australia
1,01/01/1997,0,Bangladesh
1,01/01/1997,0.044797891,China
1,01/01/1997,0,China Hong Kong SAR
1,01/01/1997,0.223559759,India
1,01/01/1997,0,Indonesia
1,01/01/1997,0.000217133,Japan
1,01/01/1997,0,Malaysia
1,01/01/1997,0.003075883,New Zealand
1,01/01/1997,0,Pakistan
1,01/01/1997,0,Philippines
1,01/01/1997,0,Singapore
1,01/01/1997,0.000226275,South Korea
1,01/01/1997,0,Sri Lanka
1,01/01/1997,0,Taiwan
1,01/01/1997,0,Thailand
1,01/01/1997,0,Vietnam
1,01/01/1998,0.014029054,Canada
1,01/01/1998,0.003394126,Mexico
1,01/01/1998,0.691555095,US
1,01/01/1998,0.007363217,Argentina
1,01/01/1998,0.001131375,Brazil
1,01/01/1998,0,Chile
1,01/01/1998,0,Colombia
1,01/01/1998,0,Ecuador
1,01/01/1998,0.000113138,Peru
1,01/01/1998,0,Trinidad & Tobago
1,01/01/1998,0,Venezuela
1,01/01/1998,0.010182378,Austria
1,01/01/1998,0.002489026,Belgium
1,01/01/1998,0,Bulgaria
1,01/01/1998,0,Croatia
1,01/01/1998,0,Cyprus
1,01/01/1998,0,Czech Republic
1,01/01/1998,0.638073042,Denmark
1,01/01/1998,0,Estonia
1,01/01/1998,0.005204326,Finland
1,01/01/1998,0.00441173,France
1,01/01/1998,1.015748744,Germany
1,01/01/1998,0.016518079,Greece
1,01/01/1998,0,Hungary
1,01/01/1998,0,Iceland
1,01/01/1998,0.038247368,Ireland
1,01/01/1998,0.052495814,Italy
1,01/01/1998,0.00045255,Latvia
1,01/01/1998,0,Lithuania
1,01/01/1998,0.002489026,Luxembourg
1,01/01/1998,0.144816038,Netherlands
1,01/01/1998,0,North Macedonia
1,01/01/1998,0,Norway
1,01/01/1998,0.0009051,Poland
1,01/01/1998,0.02013848,Portugal
1,01/01/1998,0,Romania
1,01/01/1998,0,Slovakia
1,01/01/1998,0,Slovenia
1,01/01/1998,0.305923881,Spain
1,01/01/1998,0.069692718,Sweden
1,01/01/1998,0.000678825,Switzerland
1,01/01/1998,0.001244513,Turkey
1,01/01/1998,0.000678825,Ukraine
1,01/01/1998,0.198443228,United Kingdom
1,01/01/1998,0,Azerbaijan
1,01/01/1998,0,Belarus
1,01/01/1998,0,Kazakhstan
1,01/01/1998,0,Russian Federation
1,01/01/1998,0,Turkmenistan
1,01/01/1998,,USSR
1,01/01/1998,0,Uzbekistan
1,01/01/1998,0,Iran
1,01/01/1998,0,Iraq
1,01/01/1998,0,Israel
1,01/01/1998,0,Kuwait
1,01/01/1998,0,Oman
1,01/01/1998,0,Qatar
1,01/01/1998,0,Saudi Arabia
1,01/01/1998,0,United Arab Emirates
1,01/01/1998,0,Algeria
1,01/01/1998,0,Egypt
1,01/01/1998,0,Morocco
1,01/01/1998,0,South Africa
1,01/01/1998,0,Eastern Africa
1,01/01/1998,0.004072951,Australia
1,01/01/1998,0,Bangladesh
1,01/01/1998,0.080453355,China
1,01/01/1998,0,China Hong Kong SAR
1,01/01/1998,0.24415079,India
1,01/01/1998,0,Indonesia
1,01/01/1998,0.001599925,Japan
1,01/01/1998,0,Malaysia
1,01/01/1998,0.004993822,New Zealand
1,01/01/1998,0,Pakistan
1,01/01/1998,0,Philippines
1,01/01/1998,0,Singapore
1,01/01/1998,0.00045255,South Korea
1,01/01/1998,0,Sri Lanka
1,01/01/1998,0,Taiwan
1,01/01/1998,0,Thailand
1,01/01/1998,0,Vietnam
1,01/01/1999,0.03665656,Canada
1,01/01/1999,0.003846676,Mexico
1,01/01/1999,1.025779815,US
1,01/01/1999,0.007870073,Argentina
1,01/01/1999,0.00045255,Brazil
1,01/01/1999,0,Chile
1,01/01/1999,0,Colombia
1,01/01/1999,0,Ecuador
1,01/01/1999,0.000135765,Peru
1,01/01/1999,0,Trinidad & Tobago
1,01/01/1999,0,Venezuela
1,01/01/1999,0.011540028,Austria
1,01/01/1999,0.002941576,Belgium
1,01/01/1999,0,Bulgaria
1,01/01/1999,0,Croatia
1,01/01/1999,0,Cyprus
1,01/01/1999,0,Czech Republic
1,01/01/1999,0.685387157,Denmark
1,01/01/1999,0,Estonia
1,01/01/1999,0.011087478,Finland
1,01/01/1999,0.008359603,France
1,01/01/1999,1.250848531,Germany
1,01/01/1999,0.03665656,Greece
1,01/01/1999,0,Hungary
1,01/01/1999,0,Iceland
1,01/01/1999,0.042321053,Ireland
1,01/01/1999,0.091188849,Italy
1,01/01/1999,0.00045255,Latvia
1,01/01/1999,0,Lithuania
1,01/01/1999,0.004072951,Luxembourg
1,01/01/1999,0.145947414,Netherlands
1,01/01/1999,0,North Macedonia
1,01/01/1999,0.003230303,Norway
1,01/01/1999,0.0009051,Poland
1,01/01/1999,0.027831832,Portugal
1,01/01/1999,0,Romania
1,01/01/1999,0,Slovakia
1,01/01/1999,0,Slovenia
1,01/01/1999,0.620898765,Spain
1,01/01/1999,0.081006471,Sweden
1,01/01/1999,0.000678825,Switzerland
1,01/01/1999,0.004638639,Turkey
1,01/01/1999,0.000678825,Ukraine
1,01/01/1999,0.192333801,United Kingdom
1,01/01/1999,0,Azerbaijan
1,01/01/1999,0,Belarus
1,01/01/1999,0,Kazakhstan
1,01/01/1999,0,Russian Federation
1,01/01/1999,0,Turkmenistan
1,01/01/1999,,USSR
1,01/01/1999,0,Uzbekistan
1,01/01/1999,0.007919627,Iran
1,01/01/1999,0,Iraq
1,01/01/1999,0,Israel
1,01/01/1999,0,Kuwait
1,01/01/1999,0,Oman
1,01/01/1999,0,Qatar
1,01/01/1999,0,Saudi Arabia
1,01/01/1999,0,United Arab Emirates
1,01/01/1999,0,Algeria
1,01/01/1999,0.002715301,Egypt
1,01/01/1999,0,Morocco
1,01/01/1999,0,South Africa
1,01/01/1999,0,Eastern Africa
1,01/01/1999,0.009729828,Australia
1,01/01/1999,0,Bangladesh
1,01/01/1999,0.107194953,China
1,01/01/1999,0,China Hong Kong SAR
1,01/01/1999,0.327193737,India
1,01/01/1999,0,Indonesia
1,01/01/1999,0.008228184,Japan
1,01/01/1999,0,Malaysia
1,01/01/1999,0.008823127,New Zealand
1,01/01/1999,0,Pakistan
1,01/01/1999,0,Philippines
1,01/01/1999,0,Singapore
1,01/01/1999,0.00132122,South Korea
1,01/01/1999,0.000791963,Sri Lanka
1,01/01/1999,0,Taiwan
1,01/01/1999,0,Thailand
1,01/01/1999,0,Vietnam
1,01/01/2000,0.059736616,Canada
1,01/01/2000,0.004299226,Mexico
1,01/01/2000,1.278399463,US
1,01/01/2000,0.007864869,Argentina
1,01/01/2000,0.000226275,Brazil
1,01/01/2000,0,Chile
1,01/01/2000,0,Colombia
1,01/01/2000,0,Ecuador
1,01/01/2000,0.00018102,Peru
1,01/01/2000,0,Trinidad & Tobago
1,01/01/2000,0,Venezuela
1,01/01/2000,0.015160429,Austria
1,01/01/2000,0.003620401,Belgium
1,01/01/2000,0,Bulgaria
1,01/01/2000,0,Croatia
1,01/01/2000,0,Cyprus
1,01/01/2000,0,Czech Republic
1,01/01/2000,0.959677784,Denmark
1,01/01/2000,0,Estonia
1,01/01/2000,0.01733267,Finland
1,01/01/2000,0.010861203,France
1,01/01/2000,2.152554645,Germany
1,01/01/2000,0.102050052,Greece
1,01/01/2000,0,Hungary
1,01/01/2000,0,Iceland
1,01/01/2000,0.055221053,Ireland
1,01/01/2000,0.127392859,Italy
1,01/01/2000,0.001131375,Latvia
1,01/01/2000,0,Lithuania
1,01/01/2000,0.005598724,Luxembourg
1,01/01/2000,0.187582025,Netherlands
1,01/01/2000,0,North Macedonia
1,01/01/2000,0.006833281,Norway
1,01/01/2000,0.001131375,Poland
1,01/01/2000,0.03801421,Portugal
1,01/01/2000,0,Romania
1,01/01/2000,0,Slovakia
1,01/01/2000,0,Slovenia
1,01/01/2000,1.069602208,Spain
1,01/01/2000,0.103407702,Sweden
1,01/01/2000,0.000678825,Switzerland
1,01/01/2000,0.007557587,Turkey
1,01/01/2000,0.00135765,Ukraine
1,01/01/2000,0.214056207,United Kingdom
1,01/01/2000,0,Azerbaijan
1,01/01/2000,0,Belarus
1,01/01/2000,0,Kazakhstan
1,01/01/2000,0.000429923,Russian Federation
1,01/01/2000,0,Turkmenistan
1,01/01/2000,,USSR
1,01/01/2000,0,Uzbekistan
1,01/01/2000,0.00825904,Iran
1,01/01/2000,0,Iraq
1,01/01/2000,0,Israel
1,01/01/2000,0,Kuwait
1,01/01/2000,0,Oman
1,01/01/2000,0,Qatar
1,01/01/2000,0,Saudi Arabia
1,01/01/2000,0,United Arab Emirates
1,01/01/2000,0,Algeria
1,01/01/2000,0.018215142,Egypt
1,01/01/2000,0.014481604,Morocco
1,01/01/2000,0,South Africa
1,01/01/2000,2.2627506e-05,Eastern Africa
1,01/01/2000,0.030320858,Australia
1,01/01/2000,0,Bangladesh
1,01/01/2000,0.133479429,China
1,01/01/2000,0,China Hong Kong SAR
1,01/01/2000,0.357967145,India
1,01/01/2000,0,Indonesia
1,01/01/2000,0.024663982,Japan
1,01/01/2000,0,Malaysia
1,01/01/2000,0.027200091,New Zealand
1,01/01/2000,0,Pakistan
1,01/01/2000,0,Philippines
1,01/01/2000,0,Singapore
1,01/01/2000,0.003775399,South Korea
1,01/01/2000,0.000769335,Sri Lanka
1,01/01/2000,0.000312907,Taiwan
1,01/01/2000,0,Thailand
1,01/01/2000,0,Vietnam
1,01/01/2001,0.074444495,Canada
1,01/01/2001,0.004072951,Mexico
1,01/01/2001,1.539888865,US
1,01/01/2001,0.011169163,Argentina
1,01/01/2001,0.007897,Brazil
1,01/01/2001,0.001583925,Chile
1,01/01/2001,0,Colombia
1,01/01/2001,0,Ecuador
1,01/01/2001,0.00027153,Peru
1,01/01/2001,0,Trinidad & Tobago
1,01/01/2001,0,Venezuela
1,01/01/2001,0.03891931,Austria
1,01/01/2001,0.008372177,Belgium
1,01/01/2001,0,Bulgaria
1,01/01/2001,0,Croatia
1,01/01/2001,0,Cyprus
1,01/01/2001,4.525501199e-05,Czech Republic
1,01/01/2001,0.974344808,Denmark
1,01/01/2001,0,Estonia
1,01/01/2001,0.015748744,Finland
1,01/01/2001,0.029642033,France
1,01/01/2001,2.377924605,Germany
1,01/01/2001,0.171063945,Greece
1,01/01/2001,0.000226275,Hungary
1,01/01/2001,0,Iceland
1,01/01/2001,0.075589474,Ireland
1,01/01/2001,0.266778296,Italy
1,01/01/2001,0.000678825,Latvia
1,01/01/2001,0,Lithuania
1,01/01/2001,0.00537177,Luxembourg
1,01/01/2001,0.186676924,Netherlands
1,01/01/2001,0,North Macedonia
1,01/01/2001,0.006507218,Norway
1,01/01/2001,0.003167851,Poland
1,01/01/2001,0.057926415,Portugal
1,01/01/2001,0,Romania
1,01/01/2001,0,Slovakia
1,01/01/2001,0,Slovenia
1,01/01/2001,1.52939313,Spain
1,01/01/2001,0.109064579,Sweden
1,01/01/2001,0.0009051,Switzerland
1,01/01/2001,0.014119564,Turkey
1,01/01/2001,0.003620401,Ukraine
1,01/01/2001,0.218355433,United Kingdom
1,01/01/2001,0,Azerbaijan
1,01/01/2001,0,Belarus
1,01/01/2001,0,Kazakhstan
1,01/01/2001,0.000701453,Russian Federation
1,01/01/2001,0,Turkmenistan
1,01/01/2001,,USSR
1,01/01/2001,0,Uzbekistan
1,01/01/2001,0.00762547,Iran
1,01/01/2001,0,Iraq
1,01/01/2001,0.002262751,Israel
1,01/01/2001,0,Kuwait
1,01/01/2001,0,Oman
1,01/01/2001,0,Qatar
1,01/01/2001,0,Saudi Arabia
1,01/01/2001,0,United Arab Emirates
1,01/01/2001,0,Algeria
1,01/01/2001,0.040503236,Egypt
1,01/01/2001,0.046567407,Morocco
1,01/01/2001,0,South Africa
1,01/01/2001,0,Eastern Africa
1,01/01/2001,0.064940942,Australia
1,01/01/2001,0,Bangladesh
1,01/01/2001,0.162735195,China
1,01/01/2001,0,China Hong Kong SAR
1,01/01/2001,0.4717835,India
1,01/01/2001,0,Indonesia
1,01/01/2001,0.057021315,Japan
1,01/01/2001,0,Malaysia
1,01/01/2001,0.031449491,New Zealand
1,01/01/2001,0,Pakistan
1,01/01/2001,0,Philippines
1,01/01/2001,0,Singapore
1,01/01/2001,0.002848803,South Korea
1,01/01/2001,0.000791963,Sri Lanka
1,01/01/2001,0.002767066,Taiwan
1,01/01/2001,0,Thailand
1,01/01/2001,0,Vietnam
1,01/01/2002,0.091641399,Canada
1,01/01/2002,0.004751776,Mexico
1,01/01/2002,2.366581139,US
1,01/01/2002,0.016609721,Argentina
1,01/01/2002,0.013802779,Brazil
1,01/01/2002,0.001583925,Chile
1,01/01/2002,0,Colombia
1,01/01/2002,0,Ecuador
1,01/01/2002,0.00027153,Peru
1,01/01/2002,0,Trinidad & Tobago
1,01/01/2002,0,Venezuela
1,01/01/2002,0.045933837,Austria
1,01/01/2002,0.012897678,Belgium
1,01/01/2002,0,Bulgaria
1,01/01/2002,0,Croatia
1,01/01/2002,0,Cyprus
1,01/01/2002,0.00036204,Czech Republic
1,01/01/2002,1.10352964,Denmark
1,01/01/2002,0.000316785,Estonia
1,01/01/2002,0.014255329,Finland
1,01/01/2002,0.059962891,France
1,01/01/2002,3.571978097,Germany
1,01/01/2002,0.147305064,Greece
1,01/01/2002,0.000226275,Hungary
1,01/01/2002,0,Iceland
1,01/01/2002,0.087810526,Ireland
1,01/01/2002,0.317690184,Italy
1,01/01/2002,0.002489026,Latvia
1,01/01/2002,0,Lithuania
1,01/01/2002,0.005538987,Luxembourg
1,01/01/2002,0.214056207,Netherlands
1,01/01/2002,0,North Macedonia
1,01/01/2002,0.008802779,Norway
1,01/01/2002,0.013802779,Poland
1,01/01/2002,0.081911572,Portugal
1,01/01/2002,0,Romania
1,01/01/2002,0,Slovakia
1,01/01/2002,0,Slovenia
1,01/01/2002,2.11386161,Spain
1,01/01/2002,0.137575236,Sweden
1,01/01/2002,0.001131375,Switzerland
1,01/01/2002,0.010861203,Turkey
1,01/01/2002,0.004978051,Ukraine
1,01/01/2002,0.2848803,United Kingdom
1,01/01/2002,0,Azerbaijan
1,01/01/2002,0,Belarus
1,01/01/2002,0,Kazakhstan
1,01/01/2002,0.001402905,Russian Federation
1,01/01/2002,0,Turkmenistan
1,01/01/2002,,USSR
1,01/01/2002,0,Uzbekistan
1,01/01/2002,0.006856134,Iran
1,01/01/2002,0,Iraq
1,01/01/2002,0.002489026,Israel
1,01/01/2002,0,Kuwait
1,01/01/2002,0,Oman
1,01/01/2002,0,Qatar
1,01/01/2002,0,Saudi Arabia
1,01/01/2002,0,United Arab Emirates
1,01/01/2002,0,Algeria
1,01/01/2002,0.04808345,Egypt
1,01/01/2002,0.043874734,Morocco
1,01/01/2002,0,South Africa
1,01/01/2002,6.788251799e-05,Eastern Africa
1,01/01/2002,0.120729058,Australia
1,01/01/2002,0,Bangladesh
1,01/01/2002,0.189476793,China
1,01/01/2002,0,China Hong Kong SAR
1,01/01/2002,0.4717835,India
1,01/01/2002,0,Indonesia
1,01/01/2002,0.0934516,Japan
1,01/01/2002,0,Malaysia
1,01/01/2002,0.035181961,New Zealand
1,01/01/2002,0,Pakistan
1,01/01/2002,0,Philippines
1,01/01/2002,0,Singapore
1,01/01/2002,0.003367199,South Korea
1,01/01/2002,0.000815891,Sri Lanka
1,01/01/2002,0.003593157,Taiwan
1,01/01/2002,0,Thailand
1,01/01/2002,0,Vietnam
1,01/01/2003,0.156129791,Canada
1,01/01/2003,0.004299226,Mexico
1,01/01/2003,2.557014687,US
1,01/01/2003,0.017639046,Argentina
1,01/01/2003,0.013802779,Brazil
1,01/01/2003,0.001583925,Chile
1,01/01/2003,0,Colombia
1,01/01/2003,0,Ecuador
1,01/01/2003,0.00027153,Peru
1,01/01/2003,0,Trinidad & Tobago
1,01/01/2003,0,Venezuela
1,01/01/2003,0.082816672,Austria
1,01/01/2003,0.019912205,Belgium
1,01/01/2003,0,Bulgaria
1,01/01/2003,0,Croatia
1,01/01/2003,0,Cyprus
1,01/01/2003,0.000882473,Czech Republic
1,01/01/2003,1.258266582,Denmark
1,01/01/2003,0.001380278,Estonia
1,01/01/2003,0.020794678,Finland
1,01/01/2003,0.087794723,France
1,01/01/2003,4.234285197,Germany
1,01/01/2003,0.231026836,Greece
1,01/01/2003,0.0009051,Hungary
1,01/01/2003,0,Iceland
1,01/01/2003,0.102747368,Ireland
1,01/01/2003,0.329909037,Italy
1,01/01/2003,0.010861203,Latvia
1,01/01/2003,0,Lithuania
1,01/01/2003,0.005921166,Luxembourg
1,01/01/2003,0.298230529,Netherlands
1,01/01/2003,0,North Macedonia
1,01/01/2003,0.049734353,Norway
1,01/01/2003,0.028058107,Poland
1,01/01/2003,0.11223243,Portugal
1,01/01/2003,0,Romania
1,01/01/2003,0.00045255,Slovakia
1,01/01/2003,0,Slovenia
1,01/01/2003,2.732271349,Spain
1,01/01/2003,0.153640766,Sweden
1,01/01/2003,0.001131375,Switzerland
1,01/01/2003,0.013893289,Turkey
1,01/01/2003,0.007014527,Ukraine
1,01/01/2003,0.291442277,United Kingdom
1,01/01/2003,0,Azerbaijan
1,01/01/2003,0,Belarus
1,01/01/2003,0,Kazakhstan
1,01/01/2003,0.001945966,Russian Federation
1,01/01/2003,0,Turkmenistan
1,01/01/2003,,USSR
1,01/01/2003,0,Uzbekistan
1,01/01/2003,0.006245192,Iran
1,01/01/2003,0,Iraq
1,01/01/2003,0.002715301,Israel
1,01/01/2003,0,Kuwait
1,01/01/2003,0,Oman
1,01/01/2003,0,Qatar
1,01/01/2003,0,Saudi Arabia
1,01/01/2003,0,United Arab Emirates
1,01/01/2003,0,Algeria
1,01/01/2003,0.064714667,Egypt
1,01/01/2003,0.045888582,Morocco
1,01/01/2003,0.00135765,South Africa
1,01/01/2003,9.051002399e-05,Eastern Africa
1,01/01/2003,0.159308956,Australia
1,01/01/2003,0,Bangladesh
1,01/01/2003,0.225589378,China
1,01/01/2003,0,China Hong Kong SAR
1,01/01/2003,0.589328868,India
1,01/01/2003,0,Indonesia
1,01/01/2003,0.18826085,Japan
1,01/01/2003,0,Malaysia
1,01/01/2003,0.033158561,New Zealand
1,01/01/2003,0,Pakistan
1,01/01/2003,0,Philippines
1,01/01/2003,0,Singapore
1,01/01/2003,0.005626329,South Korea
1,01/01/2003,0.000770636,Sri Lanka
1,01/01/2003,0.005376662,Taiwan
1,01/01/2003,0,Thailand
1,01/01/2003,0,Vietnam
1,01/01/2004,0.213829932,Canada
1,01/01/2004,0.004525501,Mexico
1,01/01/2004,3.232702872,US
1,01/01/2004,0.016392723,Argentina
1,01/01/2004,0.013802779,Brazil
1,01/01/2004,0.001131375,Chile
1,01/01/2004,0.01176404,Colombia
1,01/01/2004,0,Ecuador
1,01/01/2004,0.00027153,Peru
1,01/01/2004,0,Trinidad & Tobago
1,01/01/2004,0,Venezuela
1,01/01/2004,0.209078155,Austria
1,01/01/2004,0.032131059,Belgium
1,01/01/2004,0.000226275,Bulgaria
1,01/01/2004,0.00045255,Croatia
1,01/01/2004,8.032764629e-05,Cyprus
1,01/01/2004,0.002240123,Czech Republic
1,01/01/2004,1.489593861,Denmark
1,01/01/2004,0.00171969,Estonia
1,01/01/2004,0.02722089,Finland
1,01/01/2004,0.134633661,France
1,01/01/2004,5.772050505,Germany
1,01/01/2004,0.253654342,Greece
1,01/01/2004,0.00135765,Hungary
1,01/01/2004,0,Iceland
1,01/01/2004,0.148236842,Ireland
1,01/01/2004,0.417930036,Italy
1,01/01/2004,0.011087478,Latvia
1,01/01/2004,0.00027153,Lithuania
1,01/01/2004,0.008915011,Luxembourg
1,01/01/2004,0.422455537,Netherlands
1,01/01/2004,0,North Macedonia
1,01/01/2004,0.058722677,Norway
1,01/01/2004,0.032131059,Poland
1,01/01/2004,0.184640449,Portugal
1,01/01/2004,0,Romania
1,01/01/2004,0.00135765,Slovakia
1,01/01/2004,0,Slovenia
1,01/01/2004,3.552518441,Spain
1,01/01/2004,0.192333801,Sweden
1,01/01/2004,0.00135765,Switzerland
1,01/01/2004,0.013056071,Turkey
1,01/01/2004,0.007467077,Ukraine
1,01/01/2004,0.438747341,United Kingdom
1,01/01/2004,0,Azerbaijan
1,01/01/2004,0.000228561,Belarus
1,01/01/2004,0,Kazakhstan
1,01/01/2004,0.001583925,Russian Federation
1,01/01/2004,0,Turkmenistan
1,01/01/2004,,USSR
1,01/01/2004,0,Uzbekistan
1,01/01/2004,0.010476535,Iran
1,01/01/2004,0,Iraq
1,01/01/2004,0.002489026,Israel
1,01/01/2004,0,Kuwait
1,01/01/2004,0,Oman
1,01/01/2004,0,Qatar
1,01/01/2004,0,Saudi Arabia
1,01/01/2004,0,United Arab Emirates
1,01/01/2004,0,Algeria
1,01/01/2004,0.114054058,Egypt
1,01/01/2004,0.045006109,Morocco
1,01/01/2004,0.002715301,South Africa
1,01/01/2004,0.000203648,Eastern Africa
1,01/01/2004,0.179888673,Australia
1,01/01/2004,0,Bangladesh
1,01/01/2004,0.289129243,China
1,01/01/2004,0,China Hong Kong SAR
1,01/01/2004,1.182384487,India
1,01/01/2004,0,Indonesia
1,01/01/2004,0.325836086,Japan
1,01/01/2004,0,Malaysia
1,01/01/2004,0.081806709,New Zealand
1,01/01/2004,0,Pakistan
1,01/01/2004,0,Philippines
1,01/01/2004,0,Singapore
1,01/01/2004,0.010734941,South Korea
1,01/01/2004,0.000612243,Sri Lanka
1,01/01/2004,0.005714081,Taiwan
1,01/01/2004,0,Thailand
1,01/01/2004,0,Vietnam
1,01/01/2005,0.351178893,Canada
1,01/01/2005,0.004299226,Mexico
1,01/01/2005,4.070790952,US
1,01/01/2005,0.016228371,Argentina
1,01/01/2005,0.021020953,Brazil
1,01/01/2005,0.001583925,Chile
1,01/01/2005,0.01119609,Colombia
1,01/01/2005,0,Ecuador
1,01/01/2005,0.00027153,Peru
1,01/01/2005,0,Trinidad & Tobago
1,01/01/2005,0,Venezuela
1,01/01/2005,0.301234728,Austria
1,01/01/2005,0.051364439,Belgium
1,01/01/2005,0.001131375,Bulgaria
1,01/01/2005,0.002262751,Croatia
1,01/01/2005,8.032764629e-05,Cyprus
1,01/01/2005,0.004815133,Czech Republic
1,01/01/2005,1.496583247,Denmark
1,01/01/2005,0.012196226,Estonia
1,01/01/2005,0.038082093,Finland
1,01/01/2005,0.217676608,France
1,01/01/2005,6.161243608,Germany
1,01/01/2005,0.286464226,Greece
1,01/01/2005,0.002262751,Hungary
1,01/01/2005,0,Iceland
1,01/01/2005,0.251642789,Ireland
1,01/01/2005,0.530162465,Italy
1,01/01/2005,0.010634928,Latvia
1,01/01/2005,0.000407295,Lithuania
1,01/01/2005,0.011823098,Luxembourg
1,01/01/2005,0.467710549,Netherlands
1,01/01/2005,0,North Macedonia
1,01/01/2005,0.114728244,Norway
1,01/01/2005,0.030547133,Poland
1,01/01/2005,0.401185681,Portugal
1,01/01/2005,0,Romania
1,01/01/2005,0.001583925,Slovakia
1,01/01/2005,0,Slovenia
1,01/01/2005,4.79160067,Spain
1,01/01/2005,0.214735032,Sweden
1,01/01/2005,0.0018102,Switzerland
1,01/01/2005,0.013350229,Turkey
1,01/01/2005,0.008598452,Ukraine
1,01/01/2005,0.658912975,United Kingdom
1,01/01/2005,0,Azerbaijan
1,01/01/2005,0.000226275,Belarus
1,01/01/2005,0,Kazakhstan
1,01/01/2005,0.00153867,Russian Federation
1,01/01/2005,0,Turkmenistan
1,01/01/2005,,USSR
1,01/01/2005,0,Uzbekistan
1,01/01/2005,0.016042902,Iran
1,01/01/2005,0,Iraq
1,01/01/2005,0.002489026,Israel
1,01/01/2005,0,Kuwait
1,01/01/2005,0,Oman
1,01/01/2005,0,Qatar
1,01/01/2005,0,Saudi Arabia
1,01/01/2005,0,United Arab Emirates
1,01/01/2005,0,Algeria
1,01/01/2005,0.115425422,Egypt
1,01/01/2005,0.046680545,Morocco
1,01/01/2005,0.002715301,South Africa
1,01/01/2005,0.000294158,Eastern Africa
1,01/01/2005,0.293942617,Australia
1,01/01/2005,0,Bangladesh
1,01/01/2005,0.44034498,China
1,01/01/2005,0,China Hong Kong SAR
1,01/01/2005,1.355613884,India
1,01/01/2005,0,Indonesia
1,01/01/2005,0.432185365,Japan
1,01/01/2005,0,Malaysia
1,01/01/2005,0.13902022,New Zealand
1,01/01/2005,0,Pakistan
1,01/01/2005,0.003952799,Philippines
1,01/01/2005,0,Singapore
1,01/01/2005,0.029390415,South Korea
1,01/01/2005,0.00054436,Sri Lanka
1,01/01/2005,0.020659009,Taiwan
1,01/01/2005,0,Thailand
1,01/01/2005,0,Vietnam
1,01/01/2006,0.553921347,Canada
1,01/01/2006,0.010182378,Mexico
1,01/01/2006,6.077230878,US
1,01/01/2006,0.015757795,Argentina
1,01/01/2006,0.053627189,Brazil
1,01/01/2006,0.001583925,Chile
1,01/01/2006,0.014251118,Colombia
1,01/01/2006,0,Ecuador
1,01/01/2006,0.00027153,Peru
1,01/01/2006,0,Trinidad & Tobago
1,01/01/2006,0,Venezuela
1,01/01/2006,0.396613337,Austria
1,01/01/2006,0.082816672,Belgium
1,01/01/2006,0.004525501,Bulgaria
1,01/01/2006,0.004299226,Croatia
1,01/01/2006,8.032764629e-05,Cyprus
1,01/01/2006,0.011172331,Czech Republic
1,01/01/2006,1.382078638,Denmark
1,01/01/2006,0.017264787,Estonia
1,01/01/2006,0.034552202,Finland
1,01/01/2006,0.493732181,France
1,01/01/2006,6.948907091,Germany
