Number of Records,Gas_Year,Gas_Values,Countries
1,01/01/1993,22.265855546,Venezuela
1,01/01/1993,5.83082128,Austria
1,01/01/1993,9.466294067,Belgium
1,01/01/1993,3.77005589,Bulgaria
1,01/01/1993,2.224290628,Croatia
1,01/01/1993,0,Cyprus
1,01/01/1993,5.927063629,Czech Republic
1,01/01/1993,2.468385144,Denmark
1,01/01/1993,0.355665425,Estonia
1,01/01/1993,2.451418745,Finland
1,01/01/1993,29.107029235,France
1,01/01/1993,60.198910863,Germany
1,01/01/1993,0.092992261,Greece
1,01/01/1993,8.360943919,Hungary
1,01/01/1993,0,Iceland
1,01/01/1993,2.161,Ireland
1,01/01/1993,41.94972055,Italy
1,01/01/1993,0.759244604,Latvia
1,01/01/1993,1.4965,Lithuania
1,01/01/1993,0.482095185,Luxembourg
1,01/01/1993,35.365911914,Netherlands
1,01/01/1993,0,North Macedonia
1,01/01/1993,2.448,Norway
1,01/01/1993,8.153847807,Poland
1,01/01/1993,0,Portugal
1,01/01/1993,20.375902837,Romania
1,01/01/1993,4.929191745,Slovakia
1,01/01/1993,0.611629407,Slovenia
1,01/01/1993,5.74201764,Spain
1,01/01/1993,0.759307825,Sweden
1,01/01/1993,1.817712812,Switzerland
1,01/01/1993,4.076990542,Turkey
1,01/01/1993,75.607091314,Ukraine
1,01/01/1993,57.805,United Kingdom
1,01/01/1993,7.272547475,Azerbaijan
1,01/01/1993,12.539374063,Belarus
1,01/01/1993,11.659028375,Kazakhstan
1,01/01/1993,352.664451621,Russian Federation
1,01/01/1993,7.591632277,Turkmenistan
1,01/01/1993,,USSR
1,01/01/1993,33.09671737,Uzbekistan
1,01/01/1993,14.198766767,Iran
1,01/01/1993,2.082975064,Iraq
1,01/01/1993,0.019210171,Israel
1,01/01/1993,4.427343078,Kuwait
1,01/01/1993,2.238336199,Oman
1,01/01/1993,12.014187446,Qatar
1,01/01/1993,32.706792777,Saudi Arabia
1,01/01/1993,16.465176268,United Arab Emirates
1,01/01/1993,15.35199914,Algeria
1,01/01/1993,9.343615649,Egypt
1,01/01/1993,0.017794,Morocco
1,01/01/1993,1.095273703,South Africa
1,01/01/1993,0.00027945,Eastern Africa
1,01/01/1993,14.831765521,Australia
1,01/01/1993,4.944327752,Bangladesh
1,01/01/1993,14.528699977,China
1,01/01/1993,0,China Hong Kong SAR
1,01/01/1993,12.611423151,India
1,01/01/1993,19.663895368,Indonesia
1,01/01/1993,47.888106945,Japan
1,01/01/1993,10.792,Malaysia
1,01/01/1993,4.289628093,New Zealand
1,01/01/1993,10.712123818,Pakistan
1,01/01/1993,0,Philippines
1,01/01/1993,1.22527945,Singapore
1,01/01/1993,5.1507,South Korea
1,01/01/1993,0,Sri Lanka
1,01/01/1993,2.752996378,Taiwan
1,01/01/1993,7.928542632,Thailand
1,01/01/1993,0.207437661,Vietnam
1,01/01/1994,64.275895744,Canada
1,01/01/1994,25.883921491,Mexico
1,01/01/1994,492.784270302,US
1,01/01/1994,20.277837489,Argentina
1,01/01/1994,4.074952845,Brazil
1,01/01/1994,1.8688,Chile
1,01/01/1994,3.353095443,Colombia
1,01/01/1994,0.288,Ecuador
1,01/01/1994,0.342626827,Peru
1,01/01/1994,5.912056709,Trinidad & Tobago
1,01/01/1994,23.550993121,Venezuela
1,01/01/1994,5.997548941,Austria
1,01/01/1994,9.679793637,Belgium
1,01/01/1994,3.771517627,Bulgaria
1,01/01/1994,2.0927773,Croatia
1,01/01/1994,0,Cyprus
1,01/01/1994,5.789316423,Czech Republic
1,01/01/1994,2.758215273,Denmark
1,01/01/1994,0.510819719,Estonia
1,01/01/1994,2.705932932,Finland
1,01/01/1994,27.785920034,France
1,01/01/1994,61.300706984,Germany
1,01/01/1994,0.047570937,Greece
1,01/01/1994,8.443345753,Hungary
1,01/01/1994,0,Iceland
1,01/01/1994,2.198,Ireland
1,01/01/1994,40.536822872,Italy
1,01/01/1994,0.759244604,Latvia
1,01/01/1994,1.7313,Lithuania
1,01/01/1994,0.485679536,Luxembourg
1,01/01/1994,34.154963218,Netherlands
1,01/01/1994,0,North Macedonia
1,01/01/1994,2.628,Norway
1,01/01/1994,8.215993121,Poland
1,01/01/1994,0,Portugal
1,01/01/1994,18.558985383,Romania
1,01/01/1994,4.706255374,Slovakia
1,01/01/1994,0.666014617,Slovenia
1,01/01/1994,6.295608576,Spain
1,01/01/1994,0.753804815,Sweden
1,01/01/1994,1.792992261,Switzerland
1,01/01/1994,4.323157782,Turkey
1,01/01/1994,66.194248506,Ukraine
1,01/01/1994,59.523,United Kingdom
1,01/01/1994,6.803107491,Azerbaijan
1,01/01/1994,10.961790575,Belarus
1,01/01/1994,8.4716681,Kazakhstan
1,01/01/1994,331.315650439,Russian Federation
1,01/01/1994,8.274382784,Turkmenistan
1,01/01/1994,,USSR
1,01/01/1994,33.628107216,Uzbekistan
1,01/01/1994,22.44650135,Iran
1,01/01/1994,2.589423904,Iraq
1,01/01/1994,0.017741432,Israel
1,01/01/1994,4.87661221,Kuwait
1,01/01/1994,2.343688736,Oman
1,01/01/1994,12.014187446,Qatar
1,01/01/1994,34.936801376,Saudi Arabia
1,01/01/1994,19.038907997,United Arab Emirates
1,01/01/1994,16.179600172,Algeria
1,01/01/1994,9.931212382,Egypt
1,01/01/1994,0.017385,Morocco
1,01/01/1994,1.096669373,South Africa
1,01/01/1994,0.00027945,Eastern Africa
1,01/01/1994,16.47175988,Australia
1,01/01/1994,5.243827745,Bangladesh
1,01/01/1994,15.216787527,China
1,01/01/1994,0,China Hong Kong SAR
1,01/01/1994,13.634495271,India
1,01/01/1994,23.287312034,Indonesia
1,01/01/1994,51.213648924,Japan
1,01/01/1994,11.206,Malaysia
1,01/01/1994,4.018192949,New Zealand
1,01/01/1994,10.92033534,Pakistan
1,01/01/1994,0.004546096,Philippines
1,01/01/1994,1.22527945,Singapore
1,01/01/1994,6.8562,South Korea
1,01/01/1994,0,Sri Lanka
1,01/01/1994,3.343467576,Taiwan
1,01/01/1994,8.774744398,Thailand
1,01/01/1994,0.207437661,Vietnam
1,01/01/1995,66.424677558,Canada
1,01/01/1995,26.388851318,Mexico
1,01/01/1995,514.17278348,US
1,01/01/1995,22.569024076,Argentina
1,01/01/1995,4.497415858,Brazil
1,01/01/1995,1.7908,Chile
1,01/01/1995,3.565993121,Colombia
1,01/01/1995,0.278,Ecuador
1,01/01/1995,0.331868014,Peru
1,01/01/1995,6.346794618,Trinidad & Tobago
1,01/01/1995,26.247730009,Venezuela
1,01/01/1995,6.54833708,Austria
1,01/01/1995,10.707265692,Belgium
1,01/01/1995,4.551956148,Bulgaria
1,01/01/1995,1.93422184,Croatia
1,01/01/1995,0,Cyprus
1,01/01/1995,6.55161221,Czech Republic
1,01/01/1995,3.193826663,Denmark
1,01/01/1995,0.582497373,Estonia
1,01/01/1995,2.809974205,Finland
1,01/01/1995,29.576805675,France
1,01/01/1995,66.842098978,Germany
1,01/01/1995,0.043873603,Greece
1,01/01/1995,9.174882966,Hungary
1,01/01/1995,0,Iceland
1,01/01/1995,2.339,Ireland
1,01/01/1995,44.652257094,Italy
1,01/01/1995,0.910605265,Latvia
1,01/01/1995,2.0289,Lithuania
1,01/01/1995,0.555022571,Luxembourg
1,01/01/1995,35.084073756,Netherlands
1,01/01/1995,0,North Macedonia
1,01/01/1995,2.653,Norway
1,01/01/1995,8.994754944,Poland
1,01/01/1995,0,Portugal
1,01/01/1995,19.24011178,Romania
1,01/01/1995,5.217196905,Slovakia
1,01/01/1995,0.739208942,Slovenia
1,01/01/1995,7.720829064,Spain
1,01/01/1995,0.75455718,Sweden
1,01/01/1995,1.975924334,Switzerland
1,01/01/1995,5.592689166,Turkey
1,01/01/1995,62.018810066,Ukraine
1,01/01/1995,63.464,United Kingdom
1,01/01/1995,6.724727779,Azerbaijan
1,01/01/1995,9.910604842,Belarus
1,01/01/1995,9.729836629,Kazakhstan
1,01/01/1995,320.245203987,Russian Federation
1,01/01/1995,6.528038817,Turkmenistan
1,01/01/1995,,USSR
1,01/01/1995,34.463845918,Uzbekistan
1,01/01/1995,27.401544884,Iran
1,01/01/1995,2.589423904,Iraq
1,01/01/1995,0.020678909,Israel
1,01/01/1995,7.578761823,Kuwait
1,01/01/1995,2.867077869,Oman
1,01/01/1995,12.014187446,Qatar
1,01/01/1995,35.06749785,Saudi Arabia
1,01/01/1995,20.782674119,United Arab Emirates
1,01/01/1995,17.387897678,Algeria
1,01/01/1995,10.427773001,Egypt
1,01/01/1995,0.011003,Morocco
1,01/01/1995,1.110179093,South Africa
1,01/01/1995,0.000429923,Eastern Africa
1,01/01/1995,16.630755988,Australia
1,01/01/1995,5.797363727,Bangladesh
1,01/01/1995,15.373643757,China
1,01/01/1995,0.026134759,China Hong Kong SAR
1,01/01/1995,15.544134996,India
1,01/01/1995,24.555840119,Indonesia
1,01/01/1995,52.121744365,Japan
1,01/01/1995,11.639,Malaysia
1,01/01/1995,3.833852723,New Zealand
1,01/01/1995,11.200343938,Pakistan
1,01/01/1995,0.004382903,Philippines
1,01/01/1995,1.22527945,Singapore
1,01/01/1995,8.2917,South Korea
1,01/01/1995,0,Sri Lanka
1,01/01/1995,3.736576715,Taiwan
1,01/01/1995,9.087471138,Thailand
1,01/01/1995,0.120728719,Vietnam
1,01/01/1996,67.547914875,Canada
1,01/01/1996,26.894491497,Mexico
1,01/01/1996,523.550987167,US
1,01/01/1996,25.897098022,Argentina
1,01/01/1996,4.955072137,Brazil
1,01/01/1996,1.82,Chile
1,01/01/1996,3.878138435,Colombia
1,01/01/1996,0.295,Ecuador
1,01/01/1996,0.33683362,Peru
1,01/01/1996,7.166298072,Trinidad & Tobago
1,01/01/1996,28.376104901,Venezuela
1,01/01/1996,6.969981083,Austria
1,01/01/1996,11.902042132,Belgium
1,01/01/1996,4.650408426,Bulgaria
1,01/01/1996,2.167433362,Croatia
1,01/01/1996,0,Cyprus
1,01/01/1996,7.53972485,Czech Republic
1,01/01/1996,3.762247988,Denmark
1,01/01/1996,0.642399924,Estonia
1,01/01/1996,2.939763065,Finland
1,01/01/1996,32.686715391,France
1,01/01/1996,74.798796217,Germany
1,01/01/1996,0.049290628,Greece
1,01/01/1996,10.23746059,Hungary
1,01/01/1996,0,Iceland
1,01/01/1996,2.657,Ireland
1,01/01/1996,46.066788478,Italy
1,01/01/1996,0.834518051,Latvia
1,01/01/1996,2.1691,Lithuania
1,01/01/1996,0.608864703,Luxembourg
1,01/01/1996,38.881723512,Netherlands
1,01/01/1996,0,North Macedonia
1,01/01/1996,2.88,Norway
1,01/01/1996,9.445249355,Poland
1,01/01/1996,0,Portugal
1,01/01/1996,19.418486672,Romania
1,01/01/1996,5.49838779,Slovakia
1,01/01/1996,0.751031814,Slovenia
1,01/01/1996,8.640557712,Spain
1,01/01/1996,0.808533964,Sweden
1,01/01/1996,2.138865004,Switzerland
1,01/01/1996,6.509024076,Turkey
1,01/01/1996,71.937002175,Ukraine
1,01/01/1996,73.933,United Kingdom
1,01/01/1996,4.926604981,Azerbaijan
1,01/01/1996,10.437002598,Belarus
1,01/01/1996,8.136156492,Kazakhstan
1,01/01/1996,322.031883985,Russian Federation
1,01/01/1996,10.262252794,Turkmenistan
1,01/01/1996,,USSR
1,01/01/1996,35.884780739,Uzbekistan
1,01/01/1996,32.22646994,Iran
1,01/01/1996,2.646603611,Iraq
1,01/01/1996,0.012985516,Israel
1,01/01/1996,7.598366294,Kuwait
1,01/01/1996,3.132561459,Oman
1,01/01/1996,8.343861035,Qatar
1,01/01/1996,36.276440241,Saudi Arabia
1,01/01/1996,22.761177988,United Arab Emirates
1,01/01/1996,17.859630267,Algeria
1,01/01/1996,10.758813414,Egypt
1,01/01/1996,0.01399,Morocco
1,01/01/1996,0.966857649,South Africa
1,01/01/1996,0.000429923,Eastern Africa
1,01/01/1996,16.752075027,Australia
1,01/01/1996,6.222241261,Bangladesh
1,01/01/1996,16.110261412,China
1,01/01/1996,1.656808233,China Hong Kong SAR
1,01/01/1996,16.966226677,India
1,01/01/1996,25.563648602,Indonesia
1,01/01/1996,55.612414999,Japan
1,01/01/1996,14.011,Malaysia
1,01/01/1996,4.372221985,New Zealand
1,01/01/1996,12.169604471,Pakistan
1,01/01/1996,0.007413634,Philippines
1,01/01/1996,1.22527945,Singapore
1,01/01/1996,10.9548,South Korea
1,01/01/1996,0,Sri Lanka
1,01/01/1996,3.812774208,Taiwan
1,01/01/1996,10.588055496,Thailand
1,01/01/1996,0.238138435,Vietnam
1,01/01/1997,68.878460877,Canada
1,01/01/1997,27.03129433,Mexico
1,01/01/1997,526.682339414,US
1,01/01/1997,23.865133276,Argentina
1,01/01/1997,5.384773593,Brazil
1,01/01/1997,2.4763,Chile
1,01/01/1997,4.878761823,Colombia
1,01/01/1997,0.269,Ecuador
1,01/01/1997,0.199451849,Peru
1,01/01/1997,7.776729529,Trinidad & Tobago
1,01/01/1997,29.425021496,Venezuela
1,01/01/1997,6.717602427,Austria
1,01/01/1997,11.353804815,Belgium
1,01/01/1997,3.709995701,Bulgaria
1,01/01/1997,2.246754084,Croatia
1,01/01/1997,0,Cyprus
1,01/01/1997,7.668852107,Czech Republic
1,01/01/1997,3.931118699,Denmark
1,01/01/1997,0.624199866,Estonia
1,01/01/1997,2.892376039,Finland
1,01/01/1997,31.338714531,France
1,01/01/1997,71.45602847,Germany
1,01/01/1997,0.17100172,Greece
1,01/01/1997,9.708846852,Hungary
1,01/01/1997,0,Iceland
1,01/01/1997,2.777,Ireland
1,01/01/1997,47.833,Italy
1,01/01/1997,0.834518051,Latvia
1,01/01/1997,2.0024,Lithuania
1,01/01/1997,0.623892111,Luxembourg
1,01/01/1997,36.431164613,Netherlands
1,01/01/1997,0,North Macedonia
1,01/01/1997,3.326,Norway
1,01/01/1997,9.417433362,Poland
1,01/01/1997,0.086521926,Portugal
1,01/01/1997,15.938542562,Romania
1,01/01/1997,5.579578676,Slovakia
1,01/01/1997,0.798366294,Slovenia
1,01/01/1997,11.306017044,Spain
1,01/01/1997,0.798688736,Sweden
1,01/01/1997,2.064918315,Switzerland
1,01/01/1997,8.003316853,Turkey
1,01/01/1997,64.775852638,Ukraine
1,01/01/1997,76.026,United Kingdom
1,01/01/1997,4.691884989,Azerbaijan
1,01/01/1997,11.938121581,Belarus
1,01/01/1997,6.386463457,Kazakhstan
1,01/01/1997,296.997643218,Russian Federation
1,01/01/1997,7.224957008,Turkmenistan
1,01/01/1997,,USSR
1,01/01/1997,35.197871883,Uzbekistan
1,01/01/1997,34.180870271,Iran
1,01/01/1997,2.491401548,Iraq
1,01/01/1997,0.015503354,Israel
1,01/01/1997,7.572226999,Kuwait
1,01/01/1997,3.621564111,Oman
1,01/01/1997,8.921516914,Qatar
1,01/01/1997,37.0361135,Saudi Arabia
1,01/01/1997,24.312123818,United Arab Emirates
1,01/01/1997,16.684436801,Algeria
1,01/01/1997,11.089853826,Egypt
1,01/01/1997,0.025788,Morocco
1,01/01/1997,0.800946464,South Africa
1,01/01/1997,0.000494411,Eastern Africa
1,01/01/1997,16.449273524,Australia
1,01/01/1997,6.116314816,Bangladesh
1,01/01/1997,17.023667303,China
1,01/01/1997,2.586981578,China Hong Kong SAR
1,01/01/1997,18.445944218,India
1,01/01/1997,26.665015551,Indonesia
1,01/01/1997,57.725524825,Japan
1,01/01/1997,17.394,Malaysia
1,01/01/1997,4.709121933,New Zealand
1,01/01/1997,12.133705933,Pakistan
1,01/01/1997,0.00449947,Philippines
1,01/01/1997,1.22527945,Singapore
1,01/01/1997,13.3128,South Korea
1,01/01/1997,0,Sri Lanka
1,01/01/1997,4.473338598,Taiwan
1,01/01/1997,13.281688586,Thailand
1,01/01/1997,0.440597592,Vietnam
1,01/01/1998,67.719067068,Canada
1,01/01/1998,28.786760653,Mexico
1,01/01/1998,517.780815949,US
1,01/01/1998,25.51244626,Argentina
1,01/01/1998,5.643295124,Brazil
1,01/01/1998,3.4197,Chile
1,01/01/1998,5.665197764,Colombia
1,01/01/1998,0.274,Ecuador
1,01/01/1998,0.338488822,Peru
1,01/01/1998,7.776729529,Trinidad & Tobago
1,01/01/1998,30.861913156,Venezuela
1,01/01/1998,6.896585683,Austria
1,01/01/1998,12.437145314,Belgium
1,01/01/1998,3.104170249,Bulgaria
1,01/01/1998,2.159759243,Croatia
1,01/01/1998,0,Cyprus
1,01/01/1998,7.685318143,Czech Republic
1,01/01/1998,4.238863473,Denmark
1,01/01/1998,0.592433362,Estonia
1,01/01/1998,3.313533009,Finland
1,01/01/1998,33.413134136,France
1,01/01/1998,72.110943919,Germany
1,01/01/1998,0.700358177,Greece
1,01/01/1998,9.776296933,Hungary
1,01/01/1998,0,Iceland
1,01/01/1998,2.808,Ireland
1,01/01/1998,51.5,Italy
1,01/01/1998,0.943969712,Latvia
1,01/01/1998,1.7539,Lithuania
1,01/01/1998,0.62995862,Luxembourg
1,01/01/1998,35.97496895,Netherlands
1,01/01/1998,0.016466036,North Macedonia
1,01/01/1998,3.397,Norway
1,01/01/1998,9.514294927,Poland
1,01/01/1998,0.691143594,Portugal
1,01/01/1998,14.984651763,Romania
1,01/01/1998,5.669539983,Slovakia
1,01/01/1998,0.817863285,Slovenia
1,01/01/1998,11.606797584,Spain
1,01/01/1998,0.791616509,Sweden
1,01/01/1998,2.125537403,Switzerland
1,01/01/1998,8.456132846,Turkey
1,01/01/1998,59.974627379,Ukraine
1,01/01/1998,79.054591574,United Kingdom
1,01/01/1998,4.378366142,Azerbaijan
1,01/01/1998,12.088635924,Belarus
1,01/01/1998,6.331104041,Kazakhstan
1,01/01/1998,309.174757534,Russian Federation
1,01/01/1998,8.880159071,Turkmenistan
1,01/01/1998,,USSR
1,01/01/1998,35.338564058,Uzbekistan
1,01/01/1998,39.751804144,Iran
1,01/01/1998,2.409716251,Iraq
1,01/01/1998,0.009744965,Israel
1,01/01/1998,7.752751505,Kuwait
1,01/01/1998,3.7763513,Oman
1,01/01/1998,9.634742835,Qatar
1,01/01/1998,38.24505589,Saudi Arabia
1,01/01/1998,25.477429063,United Arab Emirates
1,01/01/1998,17.255481513,Algeria
1,01/01/1998,11.338134136,Egypt
1,01/01/1998,0.028302,Morocco
1,01/01/1998,0.799447221,South Africa
1,01/01/1998,0.001168575,Eastern Africa
1,01/01/1998,16.93492746,Australia
1,01/01/1998,6.609154007,Bangladesh
1,01/01/1998,17.554898624,China
1,01/01/1998,2.426969626,China Hong Kong SAR
1,01/01/1998,20.243228826,India
1,01/01/1998,25.708469433,Indonesia
1,01/01/1998,59.470233963,Japan
1,01/01/1998,17.575,Malaysia
1,01/01/1998,4.1475891,New Zealand
1,01/01/1998,12.779879622,Pakistan
1,01/01/1998,0.00767008,Philippines
1,01/01/1998,1.22527945,Singapore
1,01/01/1998,12.4542,South Korea
1,01/01/1998,0,Sri Lanka
1,01/01/1998,5.30046589,Taiwan
1,01/01/1998,14.183077423,Thailand
1,01/01/1998,0.74677558,Vietnam
1,01/01/1999,72.391573517,Canada
1,01/01/1999,29.054921802,Mexico
1,01/01/1999,519.57252849,US
1,01/01/1999,27.059415305,Argentina
1,01/01/1999,6.696513783,Brazil
1,01/01/1999,4.6714,Chile
1,01/01/1999,4.893293207,Colombia
1,01/01/1999,0.258,Ecuador
1,01/01/1999,0.340144024,Peru
1,01/01/1999,7.977419324,Trinidad & Tobago
1,01/01/1999,26.160877042,Venezuela
1,01/01/1999,7.044508029,Austria
1,01/01/1999,13.281190886,Belgium
1,01/01/1999,2.689466896,Bulgaria
1,01/01/1999,2.189810834,Croatia
1,01/01/1999,0,Cyprus
1,01/01/1999,7.72661221,Czech Republic
1,01/01/1999,4.444856083,Denmark
1,01/01/1999,0.576717302,Estonia
1,01/01/1999,3.317282889,Finland
1,01/01/1999,34.06805675,France
1,01/01/1999,71.899469762,Germany
1,01/01/1999,1.255692691,Greece
1,01/01/1999,9.905058756,Hungary
1,01/01/1999,0,Iceland
1,01/01/1999,3.003,Ireland
1,01/01/1999,55.976,Italy
1,01/01/1999,0.904095129,Latvia
1,01/01/1999,1.8129,Lithuania
1,01/01/1999,0.653436113,Luxembourg
1,01/01/1999,35.148562148,Netherlands
1,01/01/1999,0.030462167,North Macedonia
1,01/01/1999,3.245,Norway
1,01/01/1999,9.26322012,Poland
1,01/01/1999,1.932760103,Portugal
1,01/01/1999,13.731018917,Romania
1,01/01/1999,5.738155632,Slovakia
1,01/01/1999,0.853740327,Slovenia
1,01/01/1999,13.28678424,Spain
1,01/01/1999,0.793314703,Sweden
1,01/01/1999,2.20227859,Switzerland
1,01/01/1999,10.194122958,Turkey
1,01/01/1999,63.717955547,Ukraine
1,01/01/1999,84.168263113,United Kingdom
1,01/01/1999,4.691884989,Azerbaijan
1,01/01/1999,12.314004993,Belarus
1,01/01/1999,7.168205503,Kazakhstan
1,01/01/1999,308.225377781,Russian Federation
1,01/01/1999,7.936693895,Turkmenistan
1,01/01/1999,,USSR
1,01/01/1999,40.949699054,Uzbekistan
1,01/01/1999,47.26796135,Iran
1,01/01/1999,2.597592433,Iraq
1,01/01/1999,0.008765806,Israel
1,01/01/1999,7.096818573,Kuwait
1,01/01/1999,4.044040976,Oman
1,01/01/1999,11.053454025,Qatar
1,01/01/1999,37.738607051,Saudi Arabia
1,01/01/1999,26.340928633,United Arab Emirates
1,01/01/1999,17.636177988,Algeria
1,01/01/1999,13.572656922,Egypt
1,01/01/1999,0.032987,Morocco
1,01/01/1999,1.020106211,South Africa
1,01/01/1999,0.001672271,Eastern Africa
1,01/01/1999,17.34656377,Australia
1,01/01/1999,7.205810489,Bangladesh
1,01/01/1999,18.626893963,China
1,01/01/1999,2.676237059,China Hong Kong SAR
1,01/01/1999,20.742363285,India
1,01/01/1999,27.93785537,Indonesia
1,01/01/1999,62.460759673,Japan
1,01/01/1999,20.004,Malaysia
1,01/01/1999,4.739415543,New Zealand
1,01/01/1999,14.574806535,Pakistan
1,01/01/1999,0.005898268,Philippines
1,01/01/1999,1.22527945,Singapore
1,01/01/1999,15.1641,South Korea
1,01/01/1999,0,Sri Lanka
1,01/01/1999,5.394218955,Taiwan
1,01/01/1999,15.755908966,Thailand
1,01/01/1999,1.078675838,Vietnam
1,01/01/2000,76.716014617,Canada
1,01/01/2000,30.879882798,Mexico
1,01/01/2000,540.318709513,US
1,01/01/2000,27.770184867,Argentina
1,01/01/2000,8.344372536,Brazil
1,01/01/2000,6.031,Chile
1,01/01/2000,4.931906582,Colombia
1,01/01/2000,0.281,Ecuador
1,01/01/2000,0.285936156,Peru
1,01/01/2000,7.863432107,Trinidad & Tobago
1,01/01/2000,26.651453138,Venezuela
1,01/01/2000,6.724432857,Austria
1,01/01/2000,13.350193465,Belgium
1,01/01/2000,2.929342218,Bulgaria
1,01/01/2000,2.209415305,Croatia
1,01/01/2000,0,Cyprus
1,01/01/2000,7.500150473,Czech Republic
1,01/01/2000,4.386874534,Denmark
1,01/01/2000,0.662964555,Estonia
1,01/01/2000,3.388650043,Finland
1,01/01/2000,35.766423044,France
1,01/01/2000,71.302307251,Germany
1,01/01/2000,1.685457936,Greece
1,01/01/2000,9.656754562,Hungary
1,01/01/2000,0,Iceland
1,01/01/2000,3.443,Ireland
1,01/01/2000,58.365,Italy
1,01/01/2000,1.094923489,Latvia
1,01/01/2000,2.0643,Lithuania
1,01/01/2000,0.671345808,Luxembourg
1,01/01/2000,35.246488965,Netherlands
1,01/01/2000,0.049398108,North Macedonia
1,01/01/2000,3.643,Norway
1,01/01/2000,9.959694755,Poland
1,01/01/2000,1.985385659,Portugal
1,01/01/2000,13.679879622,Romania
1,01/01/2000,5.776418745,Slovakia
1,01/01/2000,0.825280911,Slovenia
1,01/01/2000,15.216164064,Spain
1,01/01/2000,0.775838349,Sweden
1,01/01/2000,2.190025795,Switzerland
1,01/01/2000,11.992214101,Turkey
1,01/01/2000,63.799332246,Ukraine
1,01/01/2000,87.138185727,United Kingdom
1,01/01/2000,4.535125565,Azerbaijan
1,01/01/2000,13.06416204,Belarus
1,01/01/2000,4.496442691,Kazakhstan
1,01/01/2000,314.867840013,Russian Federation
1,01/01/2000,6.157351677,Turkmenistan
1,01/01/2000,,USSR
1,01/01/2000,41.851784179,Uzbekistan
1,01/01/2000,51.109956707,Iran
1,01/01/2000,2.573086844,Iraq
1,01/01/2000,0.0078799,Israel
1,01/01/2000,7.841788478,Kuwait
1,01/01/2000,6.593209653,Oman
1,01/01/2000,9.713877806,Qatar
1,01/01/2000,40.68744626,Saudi Arabia
1,01/01/2000,26.349312124,United Arab Emirates
1,01/01/2000,16.424156277,Algeria
1,01/01/2000,16.552020636,Egypt
1,01/01/2000,0.037994,Morocco
1,01/01/2000,0.979881976,South Africa
1,01/01/2000,0.001989993,Eastern Africa
1,01/01/2000,17.674187034,Australia
1,01/01/2000,7.788640289,Bangladesh
1,01/01/2000,21.234520461,China
1,01/01/2000,2.419341662,China Hong Kong SAR
1,01/01/2000,21.807990649,India
1,01/01/2000,28.37932276,Indonesia
1,01/01/2000,65.060203863,Japan
1,01/01/2000,24.724,Malaysia
1,01/01/2000,5.038973549,New Zealand
1,01/01/2000,15.436371453,Pakistan
1,01/01/2000,0.008765806,Philippines
1,01/01/2000,1.425128869,Singapore
1,01/01/2000,17.0316,South Korea
1,01/01/2000,0,Sri Lanka
1,01/01/2000,5.818912968,Taiwan
1,01/01/2000,18.224736638,Thailand
1,01/01/2000,1.327601032,Vietnam
1,01/01/2001,72.263284609,Canada
1,01/01/2001,31.118249546,Mexico
1,01/01/2001,516.472927709,US
1,01/01/2001,25.99744196,Argentina
1,01/01/2001,10.564225191,Brazil
1,01/01/2001,6.8359,Chile
1,01/01/2001,5.106614891,Colombia
1,01/01/2001,0.286,Ecuador
1,01/01/2001,0.306212382,Peru
1,01/01/2001,9.081169099,Trinidad & Tobago
1,01/01/2001,28.244393809,Venezuela
1,01/01/2001,7.12656585,Austria
1,01/01/2001,13.187962167,Belgium
1,01/01/2001,2.462532244,Bulgaria
1,01/01/2001,2.315133276,Croatia
1,01/01/2001,0,Cyprus
1,01/01/2001,8.032158212,Czech Republic
1,01/01/2001,4.584253651,Denmark
1,01/01/2001,0.711832426,Estonia
1,01/01/2001,3.676698194,Finland
1,01/01/2001,37.548065348,France
1,01/01/2001,75.191912678,Germany
1,01/01/2001,1.663350671,Greece
1,01/01/2001,10.710638196,Hungary
1,01/01/2001,0,Iceland
1,01/01/2001,3.591,Ireland
1,01/01/2001,58.525,Italy
1,01/01/2001,1.138460023,Latvia
1,01/01/2001,2.1467,Lithuania
1,01/01/2001,0.746302666,Luxembourg
1,01/01/2001,35.958249737,Netherlands
1,01/01/2001,0.065864144,North Macedonia
1,01/01/2001,3.376,Norway
1,01/01/2001,10.376590714,Poland
1,01/01/2001,2.214001778,Portugal
1,01/01/2001,13.179815133,Romania
1,01/01/2001,6.168357696,Slovakia
1,01/01/2001,0.849697506,Slovenia
1,01/01/2001,16.396762608,Spain
1,01/01/2001,0.875322442,Sweden
1,01/01/2001,2.279449699,Switzerland
1,01/01/2001,13.19505804,Turkey
1,01/01/2001,61.846291463,Ukraine
1,01/01/2001,86.718134136,United Kingdom
1,01/01/2001,6.505096929,Azerbaijan
1,01/01/2001,12.989307313,Belarus
1,01/01/2001,3.950145916,Kazakhstan
1,01/01/2001,320.007571204,Russian Federation
1,01/01/2001,9.045679278,Turkmenistan
1,01/01/2001,,USSR
1,01/01/2001,42.182824592,Uzbekistan
1,01/01/2001,57.207828998,Iran
1,01/01/2001,2.254514187,Iraq
1,01/01/2001,0.008252913,Israel
1,01/01/2001,7.760103181,Kuwait
1,01/01/2001,7.246445922,Oman
1,01/01/2001,9.004194215,Qatar
1,01/01/2001,43.85683577,Saudi Arabia
1,01/01/2001,27.061908856,United Arab Emirates
1,01/01/2001,16.966648753,Algeria
