Countries,Nuclear Gen Value (group),Number of Records,Year,Nuclear Gen Value
Taiwan,42.388975000000002,1,2014,42.388975
Thailand,-10,1,2014,0
Vietnam,-10,1,2014,0
Canada,101.10083469999999,1,2015,101.1008347
Mexico,11.57713787,1,2015,11.57713787
US,839.13460740000005,1,2015,839.1346074
Argentina,7.0389999999999997,1,2015,7.039
Brazil,14.73415264,1,2015,14.73415264
Chile,-10,1,2015,0
Colombia,-10,1,2015,0
Ecuador,-10,1,2015,0
Peru,-10,1,2015,0
Trinidad and Tobago,-10,1,2015,0
Venezuela,-10,1,2015,0
Austria,-10,1,2015,0
Belgium,26.103000000000002,1,2015,26.103
Bulgaria,15.379099999999999,1,2015,15.3791
Croatia,,1,2015,
Cyprus,-10,1,2015,0
Czech Republic,26.840800000000002,1,2015,26.8408
Denmark,-10,1,2015,0
Estonia,-10,1,2015,0
Finland,23.50105263,1,2015,23.50105263
France,437.428,1,2015,437.428
Germany,91.786310999999998,1,2015,91.786311
Greece,-10,1,2015,0
Hungary,15.834396,1,2015,15.834396
Iceland,-10,1,2015,0
Ireland,-10,1,2015,0
Italy,-10,1,2015,0
Latvia,-10,1,2015,0
Lithuania,-10,1,2015,0
Luxembourg,-10,1,2015,0
Netherlands,4.0780409999999998,1,2015,4.078041
North Macedonia,,1,2015,
Norway,-10,1,2015,0
Poland,-10,1,2015,0
Portugal,-10,1,2015,0
Romania,11.640000000000001,1,2015,11.64
Slovakia,15.146000000000001,1,2015,15.146
Slovenia,5.6479999999999997,1,2015,5.648
Spain,57.305,1,2015,57.305
Sweden,56.347999999999999,1,2015,56.348
Switzerland,23.257894740000001,1,2015,23.25789474
Turkey,-10,1,2015,0
Ukraine,87.626999999999995,1,2015,87.627
United Kingdom,70.344902009999998,1,2015,70.34490201
Azerbaijan,-10,1,2015,0
Belarus,-10,1,2015,0
Kazakhstan,-10,1,2015,0
Russian Federation,195.47021100000001,1,2015,195.470211
Turkmenistan,-10,1,2015,0
USSR,,1,2015,
Uzbekistan,-10,1,2015,0
Iran,3.5470000000000002,1,2015,3.547
Iraq,-10,1,2015,0
Israel,-10,1,2015,0
Kuwait,-10,1,2015,0
Oman,-10,1,2015,0
Qatar,-10,1,2015,0
Saudi Arabia,-10,1,2015,0
United Arab Emirates,-10,1,2015,0
Algeria,-10,1,2015,0
Egypt,-10,1,2015,0
Morocco,-10,1,2015,0
South Africa,12.237,1,2015,12.237
Eastern Africa,-10,1,2015,0
Australia,-10,1,2015,0
Bangladesh,-10,1,2015,0
China,170.78899999999999,1,2015,170.789
Hong Kong SAR,-10,1,2015,0
India,38.307519999999997,1,2015,38.30752
Indonesia,-10,1,2015,0
Japan,4.5244059999999999,1,2015,4.524406
Malaysia,-10,1,2015,0
New Zealand,-10,1,2015,0
Pakistan,4.8070000000000004,1,2015,4.807
Philippines,-10,1,2015,0
Singapore,-10,1,2015,0
South Korea,164.762416,1,2015,164.762416
Sri Lanka,-10,1,2015,0
Taiwan,36.471120599999999,1,2015,36.4711206
Thailand,-10,1,2015,0
Vietnam,-10,1,2015,0
Canada,100.4401211,1,2016,100.4401211
Mexico,10.567174250000001,1,2016,10.56717425
US,848.0988926,1,2016,848.0988926
Argentina,8.2850000000000001,1,2016,8.285
Brazil,15.86434367,1,2016,15.86434367
Chile,-10,1,2016,0
Colombia,-10,1,2016,0
Ecuador,-10,1,2016,0
Peru,-10,1,2016,0
Trinidad and Tobago,-10,1,2016,0
Venezuela,-10,1,2016,0
Austria,-10,1,2016,0
Belgium,43.523000000000003,1,2016,43.523
Bulgaria,15.775843,1,2016,15.775843
Croatia,,1,2016,
Cyprus,-10,1,2016,0
Czech Republic,24.104199999999999,1,2016,24.1042
Denmark,-10,1,2016,0
Estonia,-10,1,2016,0
Finland,23.45273684,1,2016,23.45273684
France,403.19499999999999,1,2016,403.195
Germany,84.634,1,2016,84.634
Greece,-10,1,2016,0
Hungary,16.053915,1,2016,16.053915
Iceland,-10,1,2016,0
Ireland,-10,1,2016,0
Italy,-10,1,2016,0
Latvia,-10,1,2016,0
Lithuania,-10,1,2016,0
Luxembourg,-10,1,2016,0
Netherlands,3.9602779999999997,1,2016,3.960278
North Macedonia,,1,2016,
Norway,-10,1,2016,0
Poland,-10,1,2016,0
Portugal,-10,1,2016,0
Romania,11.286,1,2016,11.286
Slovakia,14.774000000000001,1,2016,14.774
Slovenia,5.7149999999999999,1,2016,5.715
Spain,58.618960569999999,1,2016,58.61896057
Sweden,63.100999999999999,1,2016,63.101
Switzerland,21.300000000000001,1,2016,21.3
Turkey,-10,1,2016,0
Ukraine,80.950000000000003,1,2016,80.95
United Kingdom,71.726080580000001,1,2016,71.72608058
Azerbaijan,-10,1,2016,0
Belarus,-10,1,2016,0
Kazakhstan,-10,1,2016,0
Russian Federation,196.614384,1,2016,196.614384
Turkmenistan,-10,1,2016,0
USSR,,1,2016,
Uzbekistan,-10,1,2016,0
Iran,6.5777777779999997,1,2016,6.577777778
Iraq,-10,1,2016,0
Israel,-10,1,2016,0
Kuwait,-10,1,2016,0
Oman,-10,1,2016,0
Qatar,-10,1,2016,0
Saudi Arabia,-10,1,2016,0
United Arab Emirates,-10,1,2016,0
Algeria,-10,1,2016,0
Egypt,-10,1,2016,0
Morocco,-10,1,2016,0
South Africa,15.913439,1,2016,15.913439
Eastern Africa,-10,1,2016,0
Australia,-10,1,2016,0
Bangladesh,-10,1,2016,0
China,213.28700000000001,1,2016,213.287
Hong Kong SAR,-10,1,2016,0
India,37.897559999999999,1,2016,37.89756
Indonesia,-10,1,2016,0
Japan,17.678366,1,2016,17.678366
Malaysia,-10,1,2016,0
New Zealand,-10,1,2016,0
Pakistan,5.8109999999999999,1,2016,5.811
Philippines,-10,1,2016,0
Singapore,-10,1,2016,0
South Korea,161.995104,1,2016,161.995104
Sri Lanka,-10,1,2016,0
Taiwan,31.6613626,1,2016,31.6613626
Thailand,-10,1,2016,0
Vietnam,-10,1,2016,0
Canada,100.40899469999999,1,2017,100.4089947
Mexico,10.88286175,1,2017,10.88286175
US,847.31540529999995,1,2017,847.3154053
Argentina,6.0880000000000001,1,2017,6.088
Brazil,15.739196440000001,1,2017,15.73919644
Chile,-10,1,2017,0
Colombia,-10,1,2017,0
Ecuador,-10,1,2017,0
Peru,-10,1,2017,0
Trinidad and Tobago,-10,1,2017,0
Venezuela,-10,1,2017,0
Austria,-10,1,2017,0
Belgium,42.226799999999997,1,2017,42.2268
Bulgaria,15.545499,1,2017,15.545499
Croatia,,1,2017,
Cyprus,-10,1,2017,0
Czech Republic,28.339600000000001,1,2017,28.3396
Denmark,-10,1,2017,0
Estonia,-10,1,2017,0
Finland,22.709473679999999,1,2017,22.70947368
France,398.35591340000002,1,2017,398.3559134
Germany,76.324399999999997,1,2017,76.3244
Greece,-10,1,2017,0
Hungary,16.097595999999999,1,2017,16.097596
Iceland,-10,1,2017,0
Ireland,-10,1,2017,0
Italy,-10,1,2017,0
Latvia,-10,1,2017,0
Lithuania,-10,1,2017,0
Luxembourg,-10,1,2017,0
Netherlands,3.4024779999999999,1,2017,3.402478
North Macedonia,,1,2017,
Norway,-10,1,2017,0
Poland,-10,1,2017,0
Portugal,-10,1,2017,0
Romania,11.509,1,2017,11.509
Slovakia,15.081,1,2017,15.081
Slovenia,6.285272,1,2017,6.285272
Spain,58.112023899999997,1,2017,58.1120239
Sweden,65.695999999999998,1,2017,65.696
Switzerland,20.525263160000002,1,2017,20.52526316
Turkey,-10,1,2017,0
Ukraine,85.5762,1,2017,85.5762
United Kingdom,70.336426270000004,1,2017,70.33642627
Azerbaijan,-10,1,2017,0
Belarus,-10,1,2017,0
Kazakhstan,-10,1,2017,0
Russian Federation,203.14556999999999,1,2017,203.14557
Turkmenistan,-10,1,2017,0
USSR,,1,2017,
Uzbekistan,-10,1,2017,0
Iran,7.0735666669999997,1,2017,7.073566667
Iraq,-10,1,2017,0
Israel,-10,1,2017,0
Kuwait,-10,1,2017,0
Oman,-10,1,2017,0
Qatar,-10,1,2017,0
Saudi Arabia,-10,1,2017,0
United Arab Emirates,-10,1,2017,0
Algeria,-10,1,2017,0
Egypt,-10,1,2017,0
Morocco,-10,1,2017,0
South Africa,15.756337,1,2017,15.756337
Eastern Africa,-10,1,2017,0
Australia,-10,1,2017,0
Bangladesh,-10,1,2017,0
China,248.09999999999999,1,2017,248.1
Hong Kong SAR,-10,1,2017,0
India,37.414450000000002,1,2017,37.41445
Indonesia,-10,1,2017,0
Japan,29.074043100000001,1,2017,29.0740431
Malaysia,-10,1,2017,0
New Zealand,-10,1,2017,0
Pakistan,8.3689999999999998,1,2017,8.369
Philippines,-10,1,2017,0
Singapore,-10,1,2017,0
South Korea,148.426725,1,2017,148.426725
Sri Lanka,-10,1,2017,0
Taiwan,22.445499999999999,1,2017,22.4455
Thailand,-10,1,2017,0
Vietnam,-10,1,2017,0
Canada,100.03920530000001,1,2018,100.0392053
Mexico,13.588579620000001,1,2018,13.58857962
US,849.55553580000003,1,2018,849.5555358
Argentina,6.8726027969999999,1,2018,6.872602797
Brazil,15.6321929,1,2018,15.6321929
Chile,-10,1,2018,0
Colombia,-10,1,2018,0
Ecuador,-10,1,2018,0
Peru,-10,1,2018,0
Trinidad and Tobago,-10,1,2018,0
Venezuela,-10,1,2018,0
Austria,-10,1,2018,0
Belgium,28.476454480000001,1,2018,28.47645448
Bulgaria,16.148561699999998,1,2018,16.1485617
Croatia,,1,2018,
Cyprus,-10,1,2018,0
Czech Republic,29.921299999999999,1,2018,29.9213
Denmark,-10,1,2018,0
Estonia,-10,1,2018,0
Finland,23.041052629999999,1,2018,23.04105263
France,413.1721053,1,2018,413.1721053
Germany,76.099999999999994,1,2018,76.1
Greece,-10,1,2018,0
Hungary,15.733000000000001,1,2018,15.733
Iceland,-10,1,2018,0
Ireland,-10,1,2018,0
Italy,-10,1,2018,0
Latvia,-10,1,2018,0
Lithuania,-10,1,2018,0
Luxembourg,-10,1,2018,0
Netherlands,3.4942185509999999,1,2018,3.494218551
North Macedonia,,1,2018,
Norway,-10,1,2018,0
Poland,-10,1,2018,0
Portugal,-10,1,2018,0
Romania,11.377000000000001,1,2018,11.377
Slovakia,14.843,1,2018,14.843
Slovenia,5.77644,1,2018,5.77644
Spain,55.643803380000001,1,2018,55.64380338
Sweden,68.603797630000003,1,2018,68.60379763
Switzerland,25.698947369999999,1,2018,25.69894737
Turkey,-10,1,2018,0
Ukraine,84.398099999999999,1,2018,84.3981
United Kingdom,65.063848919999998,1,2018,65.06384892
Azerbaijan,-10,1,2018,0
Belarus,-10,1,2018,0
Kazakhstan,-10,1,2018,0
Russian Federation,204.50097,1,2018,204.50097
Turkmenistan,-10,1,2018,0
USSR,,1,2018,
Uzbekistan,-10,1,2018,0
Iran,7.000133333,1,2018,7.000133333
Iraq,-10,1,2018,0
Israel,-10,1,2018,0
Kuwait,-10,1,2018,0
Oman,-10,1,2018,0
Qatar,-10,1,2018,0
Saudi Arabia,-10,1,2018,0
United Arab Emirates,-10,1,2018,0
Algeria,-10,1,2018,0
Egypt,-10,1,2018,0
Morocco,-10,1,2018,0
South Africa,11.090427,1,2018,11.090427
Eastern Africa,-10,1,2018,0
Australia,-10,1,2018,0
Bangladesh,-10,1,2018,0
China,294.36000000000001,1,2018,294.36
Hong Kong SAR,-10,1,2018,0
India,39.050699999999999,1,2018,39.0507
Indonesia,-10,1,2018,0
Japan,49.106000000000002,1,2018,49.106
Malaysia,-10,1,2018,0
New Zealand,-10,1,2018,0
Pakistan,9.8795219999999997,1,2018,9.879522
Philippines,-10,1,2018,0
Singapore,-10,1,2018,0
South Korea,133.506,1,2018,133.506
Sri Lanka,-10,1,2018,0
Taiwan,27.682400000000001,1,2018,27.6824
Thailand,-10,1,2018,0
Vietnam,-10,1,2018,0
