Number of Records,Oil_Year,Oil_Value,Countries
1,01/01/1992,4.746413132,Ecuador
1,01/01/1992,5.820268678,Peru
1,01/01/1992,1.707882177,Trinidad & Tobago
1,01/01/1992,23.890252875,Venezuela
1,01/01/1992,11.686143403,Austria
1,01/01/1992,26.922852325,Belgium
1,01/01/1992,6.086569058,Bulgaria
1,01/01/1992,3.31008202,Croatia
1,01/01/1992,1.877161651,Cyprus
1,01/01/1992,6.939340714,Czech Republic
1,01/01/1992,9.296117106,Denmark
1,01/01/1992,1.697570268,Estonia
1,01/01/1992,11.369489742,Finland
1,01/01/1992,97.986565826,France
1,01/01/1992,139.442419772,Germany
1,01/01/1992,16.884570387,Greece
1,01/01/1992,8.33712838,Hungary
1,01/01/1992,0.682748161,Iceland
1,01/01/1992,5.224174764,Ireland
1,01/01/1992,96.235097664,Italy
1,01/01/1992,2.502682001,Latvia
1,01/01/1992,4.406221042,Lithuania
1,01/01/1992,1.971861547,Luxembourg
1,01/01/1992,37.136014118,Netherlands
1,01/01/1992,1.056485988,North Macedonia
1,01/01/1992,8.584987426,Norway
1,01/01/1992,14.081764617,Poland
1,01/01/1992,13.448715108,Portugal
1,01/01/1992,12.858458608,Romania
1,01/01/1992,4.012264546,Slovakia
1,01/01/1992,1.627207441,Slovenia
1,01/01/1992,54.857637746,Spain
1,01/01/1992,17.772094949,Sweden
1,01/01/1992,13.683410672,Switzerland
1,01/01/1992,24.296341167,Turkey
1,01/01/1992,43.640587466,Ukraine
1,01/01/1992,86.60218747,United Kingdom
1,01/01/1992,8.110014581,Azerbaijan
1,01/01/1992,20.575412057,Belarus
1,01/01/1992,20.77286209,Kazakhstan
1,01/01/1992,238.819796933,Russian Federation
1,01/01/1992,5.078521926,Turkmenistan
1,01/01/1992,,USSR
1,01/01/1992,8.867568238,Uzbekistan
1,01/01/1992,57.033516647,Iran
1,01/01/1992,17.657329179,Iraq
1,01/01/1992,9.747994769,Israel
1,01/01/1992,4.937373627,Kuwait
1,01/01/1992,3.040907017,Oman
1,01/01/1992,1.639547005,Qatar
1,01/01/1992,53.172297059,Saudi Arabia
1,01/01/1992,19.436726832,United Arab Emirates
1,01/01/1992,9.569445878,Algeria
1,01/01/1992,23.063006258,Egypt
1,01/01/1992,6.693265525,Morocco
1,01/01/1992,17.916056479,South Africa
1,01/01/1992,11.183818774,Eastern Africa
1,01/01/1992,33.753605793,Australia
1,01/01/1992,1.978010557,Bangladesh
1,01/01/1992,134.641554527,China
1,01/01/1992,8.329256927,China Hong Kong SAR
1,01/01/1992,63.785584336,India
1,01/01/1992,37.295938545,Indonesia
1,01/01/1992,263.555500107,Japan
1,01/01/1992,15.317043305,Malaysia
1,01/01/1992,4.261367734,New Zealand
1,01/01/1992,12.623453712,Pakistan
1,01/01/1992,13.998332927,Philippines
1,01/01/1992,24.689644908,Singapore
1,01/01/1992,74.641025986,South Korea
1,01/01/1992,1.644558596,Sri Lanka
1,01/01/1992,31.085744489,Taiwan
1,01/01/1992,24.916264875,Thailand
1,01/01/1992,3.175867488,Vietnam
1,01/01/1993,80.038031528,Canada
1,01/01/1993,78.617087512,Mexico
1,01/01/1993,808.398572624,US
1,01/01/1993,21.63606788,Argentina
1,01/01/1993,73.193232198,Brazil
1,01/01/1993,8.984225294,Chile
1,01/01/1993,11.714695918,Colombia
1,01/01/1993,4.959881724,Ecuador
1,01/01/1993,6.06504273,Peru
1,01/01/1993,1.487103373,Trinidad & Tobago
1,01/01/1993,21.580597235,Venezuela
1,01/01/1993,11.783752245,Austria
1,01/01/1993,26.489198197,Belgium
1,01/01/1993,6.554564474,Bulgaria
1,01/01/1993,3.497291535,Croatia
1,01/01/1993,1.966988631,Cyprus
1,01/01/1993,7.027827123,Czech Republic
1,01/01/1993,9.732491951,Denmark
1,01/01/1993,1.815127138,Estonia
1,01/01/1993,10.933706348,Finland
1,01/01/1993,94.477959778,France
1,01/01/1993,141.610752794,Germany
1,01/01/1993,17.294100982,Greece
1,01/01/1993,7.948960973,Hungary
1,01/01/1993,0.708380147,Iceland
1,01/01/1993,5.291161746,Ireland
1,01/01/1993,94.489433887,Italy
1,01/01/1993,2.236834237,Latvia
1,01/01/1993,3.833045528,Lithuania
1,01/01/1993,1.966325045,Luxembourg
1,01/01/1993,36.693640944,Netherlands
1,01/01/1993,1.1364346,North Macedonia
1,01/01/1993,9.070416738,Norway
1,01/01/1993,14.525946952,Poland
1,01/01/1993,12.703387041,Portugal
1,01/01/1993,12.190042252,Romania
1,01/01/1993,3.320471482,Slovakia
1,01/01/1993,1.956569653,Slovenia
1,01/01/1993,52.343318552,Spain
1,01/01/1993,17.466215917,Sweden
1,01/01/1993,12.821478432,Switzerland
1,01/01/1993,27.838302259,Turkey
1,01/01/1993,25.396795896,Ukraine
1,01/01/1993,87.036861565,United Kingdom
1,01/01/1993,8.08730932,Azerbaijan
1,01/01/1993,14.664383204,Belarus
1,01/01/1993,16.045357791,Kazakhstan
1,01/01/1993,199.142633348,Russian Federation
1,01/01/1993,2.922410839,Turkmenistan
1,01/01/1993,,USSR
1,01/01/1993,9.339278733,Uzbekistan
1,01/01/1993,61.890202816,Iran
1,01/01/1993,24.609597753,Iraq
1,01/01/1993,10.104799752,Israel
1,01/01/1993,5.117169843,Kuwait
1,01/01/1993,2.906806368,Oman
1,01/01/1993,1.666698553,Qatar
1,01/01/1993,53.523889079,Saudi Arabia
1,01/01/1993,20.129118826,United Arab Emirates
1,01/01/1993,9.523205216,Algeria
1,01/01/1993,21.976315683,Egypt
1,01/01/1993,6.808971124,Morocco
1,01/01/1993,18.639094642,South Africa
1,01/01/1993,11.492615721,Eastern Africa
1,01/01/1993,35.467390944,Australia
1,01/01/1993,2.215749618,Bangladesh
1,01/01/1993,148.81079175,China
1,01/01/1993,8.675327171,China Hong Kong SAR
1,01/01/1993,64.456379717,India
1,01/01/1993,39.192709468,Indonesia
1,01/01/1993,257.947486337,Japan
1,01/01/1993,16.890417256,Malaysia
1,01/01/1993,4.273958542,New Zealand
1,01/01/1993,13.76111787,Pakistan
1,01/01/1993,14.447816566,Philippines
1,01/01/1993,26.736160791,Singapore
1,01/01/1993,81.958890609,South Korea
1,01/01/1993,1.59863524,Sri Lanka
1,01/01/1993,33.292543678,Taiwan
1,01/01/1993,28.804466164,Thailand
1,01/01/1993,4.060368778,Vietnam
1,01/01/1994,81.428468114,Canada
1,01/01/1994,84.736059777,Mexico
1,01/01/1994,829.759530729,US
1,01/01/1994,20.91478179,Argentina
1,01/01/1994,78.128544304,Brazil
1,01/01/1994,9.648684819,Chile
1,01/01/1994,12.093514763,Colombia
1,01/01/1994,5.403816734,Ecuador
1,01/01/1994,6.595500406,Peru
1,01/01/1994,1.133611923,Trinidad & Tobago
1,01/01/1994,24.08760395,Venezuela
1,01/01/1994,11.679273311,Austria
1,01/01/1994,28.961279908,Belgium
1,01/01/1994,6.200719939,Bulgaria
1,01/01/1994,3.608083309,Croatia
1,01/01/1994,1.944615673,Cyprus
1,01/01/1994,7.271564679,Czech Republic
1,01/01/1994,10.354091717,Denmark
1,01/01/1994,1.681307729,Estonia
1,01/01/1994,11.339085795,Finland
1,01/01/1994,91.441230486,France
1,01/01/1994,140.353394526,Germany
1,01/01/1994,17.703603823,Greece
1,01/01/1994,8.365462191,Hungary
1,01/01/1994,0.717649111,Iceland
1,01/01/1994,5.773970909,Ireland
1,01/01/1994,94.295072848,Italy
1,01/01/1994,2.119688257,Latvia
1,01/01/1994,3.553899661,Lithuania
1,01/01/1994,1.964096345,Luxembourg
1,01/01/1994,36.462203603,Netherlands
1,01/01/1994,0.882715304,North Macedonia
1,01/01/1994,9.254886182,Norway
1,01/01/1994,15.318500119,Poland
1,01/01/1994,12.675859929,Portugal
1,01/01/1994,11.31038084,Romania
1,01/01/1994,3.439272953,Slovakia
1,01/01/1994,2.117138842,Slovenia
1,01/01/1994,54.958706267,Spain
1,01/01/1994,18.499778024,Sweden
1,01/01/1994,13.250354232,Switzerland
1,01/01/1994,26.619611493,Turkey
1,01/01/1994,20.337567043,Ukraine
1,01/01/1994,86.127818047,United Kingdom
1,01/01/1994,7.408342557,Azerbaijan
1,01/01/1994,11.89841423,Belarus
1,01/01/1994,12.579758762,Kazakhstan
1,01/01/1994,175.927543053,Russian Federation
1,01/01/1994,2.9365985,Turkmenistan
1,01/01/1994,,USSR
1,01/01/1994,8.044259912,Uzbekistan
1,01/01/1994,64.321299204,Iran
1,01/01/1994,28.165171352,Iraq
1,01/01/1994,11.190643522,Israel
1,01/01/1994,6.853133276,Kuwait
1,01/01/1994,2.54370696,Oman
1,01/01/1994,1.778334289,Qatar
1,01/01/1994,64.769169359,Saudi Arabia
1,01/01/1994,21.113634351,United Arab Emirates
1,01/01/1994,9.118735669,Algeria
1,01/01/1994,21.83368169,Egypt
1,01/01/1994,7.402504538,Morocco
1,01/01/1994,19.452580654,South Africa
1,01/01/1994,12.098527264,Eastern Africa
1,01/01/1994,36.813606424,Australia
1,01/01/1994,2.309271783,Bangladesh
1,01/01/1994,150.827171365,China
1,01/01/1994,9.256387384,China Hong Kong SAR
1,01/01/1994,69.223511106,India
1,01/01/1994,40.23150172,Indonesia
1,01/01/1994,272.736140684,Japan
1,01/01/1994,18.702521997,Malaysia
1,01/01/1994,5.098798545,New Zealand
1,01/01/1994,14.751746322,Pakistan
1,01/01/1994,15.262238894,Philippines
1,01/01/1994,30.762349909,Singapore
1,01/01/1994,89.965203138,South Korea
1,01/01/1994,1.77082992,Sri Lanka
1,01/01/1994,35.223047986,Taiwan
1,01/01/1994,32.128109684,Thailand
1,01/01/1994,4.500824974,Vietnam
1,01/01/1995,84.580697584,Canada
1,01/01/1995,78.9846069,Mexico
1,01/01/1995,828.017004832,US
1,01/01/1995,20.799758049,Argentina
1,01/01/1995,81.479242668,Brazil
1,01/01/1995,10.606724257,Chile
1,01/01/1995,12.736025712,Colombia
1,01/01/1995,5.23995321,Ecuador
1,01/01/1995,7.477577434,Peru
1,01/01/1995,1.294359439,Trinidad & Tobago
1,01/01/1995,23.210622897,Venezuela
1,01/01/1995,11.658097784,Austria
1,01/01/1995,28.665640568,Belgium
1,01/01/1995,6.346283988,Bulgaria
1,01/01/1995,3.997374797,Croatia
1,01/01/1995,2.062447382,Cyprus
1,01/01/1995,8.203878212,Czech Republic
1,01/01/1995,10.780710805,Denmark
1,01/01/1995,1.329891492,Estonia
1,01/01/1995,10.36174693,Finland
1,01/01/1995,92.250650043,France
1,01/01/1995,140.288133778,Germany
1,01/01/1995,18.467951578,Greece
1,01/01/1995,7.867805771,Hungary
1,01/01/1995,0.721997683,Iceland
1,01/01/1995,5.883273049,Ireland
1,01/01/1995,97.429950941,Italy
1,01/01/1995,1.907623292,Latvia
1,01/01/1995,3.223974016,Lithuania
1,01/01/1995,1.841003172,Luxembourg
1,01/01/1995,38.475907803,Netherlands
1,01/01/1995,0.830207727,North Macedonia
1,01/01/1995,9.150291147,Norway
1,01/01/1995,15.516200416,Poland
1,01/01/1995,14.303282127,Portugal
1,01/01/1995,13.654767173,Romania
1,01/01/1995,3.343016958,Slovakia
1,01/01/1995,2.295307576,Slovenia
1,01/01/1995,58.482033728,Spain
1,01/01/1995,17.591050583,Sweden
1,01/01/1995,12.278598022,Switzerland
1,01/01/1995,29.849354829,Turkey
1,01/01/1995,19.494329223,Ukraine
1,01/01/1995,85.120690074,United Kingdom
1,01/01/1995,6.679036941,Azerbaijan
1,01/01/1995,10.796132177,Belarus
1,01/01/1995,12.296403687,Kazakhstan
1,01/01/1995,153.52105115,Russian Federation
1,01/01/1995,2.698965773,Turkmenistan
1,01/01/1995,,USSR
1,01/01/1995,6.785466633,Uzbekistan
1,01/01/1995,64.409736942,Iran
1,01/01/1995,27.379843952,Iraq
1,01/01/1995,12.579055651,Israel
1,01/01/1995,7.067295572,Kuwait
1,01/01/1995,2.799265931,Oman
1,01/01/1995,1.863479746,Qatar
1,01/01/1995,62.095516996,Saudi Arabia
1,01/01/1995,21.116086319,United Arab Emirates
1,01/01/1995,8.868639964,Algeria
1,01/01/1995,23.677102943,Egypt
1,01/01/1995,7.009919079,Morocco
1,01/01/1995,20.744684135,South Africa
1,01/01/1995,12.521777155,Eastern Africa
1,01/01/1995,37.967457974,Australia
1,01/01/1995,2.996860347,Bangladesh
1,01/01/1995,163.385194044,China
1,01/01/1995,9.90760385,China Hong Kong SAR
1,01/01/1995,77.200242309,India
1,01/01/1995,42.86823297,Indonesia
1,01/01/1995,277.456391458,Japan
1,01/01/1995,19.583553257,Malaysia
1,01/01/1995,5.446043115,New Zealand
1,01/01/1995,15.991048653,Pakistan
1,01/01/1995,17.18199742,Philippines
1,01/01/1995,32.139912081,Singapore
1,01/01/1995,98.157829822,South Korea
1,01/01/1995,1.917874362,Sri Lanka
1,01/01/1995,38.012899766,Taiwan
1,01/01/1995,35.034596591,Thailand
1,01/01/1995,4.953495796,Vietnam
1,01/01/1996,86.931848872,Canada
1,01/01/1996,80.838035573,Mexico
1,01/01/1996,857.287977609,US
1,01/01/1996,21.618588349,Argentina
1,01/01/1996,86.518994426,Brazil
1,01/01/1996,11.262502799,Chile
1,01/01/1996,13.152702477,Colombia
1,01/01/1996,5.872437327,Ecuador
1,01/01/1996,7.749079392,Peru
1,01/01/1996,1.496383252,Trinidad & Tobago
1,01/01/1996,18.868165148,Venezuela
1,01/01/1996,12.059769824,Austria
1,01/01/1996,31.081443563,Belgium
1,01/01/1996,5.93187697,Bulgaria
1,01/01/1996,3.791139247,Croatia
1,01/01/1996,2.101618038,Cyprus
1,01/01/1996,8.593616939,Czech Republic
1,01/01/1996,11.699799465,Denmark
1,01/01/1996,1.420560452,Estonia
1,01/01/1996,10.76160275,Finland
1,01/01/1996,94.26956136,France
1,01/01/1996,142.694757141,Germany
1,01/01/1996,19.231756657,Greece
1,01/01/1996,7.294504347,Hungary
1,01/01/1996,0.806706291,Iceland
1,01/01/1996,6.18504421,Ireland
1,01/01/1996,96.069120904,Italy
1,01/01/1996,2.007179362,Latvia
1,01/01/1996,3.34595857,Lithuania
1,01/01/1996,1.906837869,Luxembourg
1,01/01/1996,38.467457973,Netherlands
1,01/01/1996,1.262189253,North Macedonia
1,01/01/1996,9.798761952,Norway
1,01/01/1996,18.126654246,Poland
1,01/01/1996,13.610207832,Portugal
1,01/01/1996,13.091730462,Romania
1,01/01/1996,3.486990016,Slovakia
1,01/01/1996,2.651713454,Slovenia
1,01/01/1996,60.172489172,Spain
1,01/01/1996,18.812585284,Sweden
1,01/01/1996,12.719176006,Switzerland
1,01/01/1996,31.175549178,Turkey
1,01/01/1996,14.707056018,Ukraine
1,01/01/1996,87.240034752,United Kingdom
1,01/01/1996,5.99931406,Azerbaijan
1,01/01/1996,10.616431212,Belarus
1,01/01/1996,10.396153583,Kazakhstan
1,01/01/1996,132.373982059,Russian Federation
1,01/01/1996,3.139289983,Turkmenistan
1,01/01/1996,,USSR
1,01/01/1996,6.719029402,Uzbekistan
1,01/01/1996,67.126762567,Iran
1,01/01/1996,28.658150447,Iraq
1,01/01/1996,12.591844344,Israel
1,01/01/1996,6.904644191,Kuwait
1,01/01/1996,2.695769347,Oman
1,01/01/1996,1.975047865,Qatar
1,01/01/1996,64.203170715,Saudi Arabia
1,01/01/1996,20.425048056,United Arab Emirates
1,01/01/1996,8.462775557,Algeria
1,01/01/1996,25.029438593,Egypt
1,01/01/1996,6.608541034,Morocco
1,01/01/1996,21.367774103,South Africa
1,01/01/1996,12.926595999,Eastern Africa
1,01/01/1996,38.56009242,Australia
1,01/01/1996,3.06160643,Bangladesh
1,01/01/1996,179.094526899,China
1,01/01/1996,9.708224587,China Hong Kong SAR
1,01/01/1996,83.336827219,India
1,01/01/1996,45.681043136,Indonesia
1,01/01/1996,279.208627042,Japan
1,01/01/1996,21.450570325,Malaysia
1,01/01/1996,5.721371015,New Zealand
1,01/01/1996,16.817679875,Pakistan
1,01/01/1996,17.960037714,Philippines
1,01/01/1996,32.456133969,Singapore
1,01/01/1996,105.028502723,South Korea
1,01/01/1996,2.341130964,Sri Lanka
1,01/01/1996,38.172989246,Taiwan
1,01/01/1996,38.725774939,Thailand
1,01/01/1996,5.71095825,Vietnam
1,01/01/1997,90.30064262,Canada
1,01/01/1997,83.473392476,Mexico
1,01/01/1997,869.220297233,US
1,01/01/1997,21.644780907,Argentina
1,01/01/1997,92.210715787,Brazil
1,01/01/1997,12.113753655,Chile
1,01/01/1997,13.379524497,Colombia
1,01/01/1997,6.72281081,Ecuador
1,01/01/1997,7.994203831,Peru
1,01/01/1997,0.883435607,Trinidad & Tobago
1,01/01/1997,20.412956733,Venezuela
1,01/01/1997,12.250869614,Austria
1,01/01/1997,31.785356669,Belgium
1,01/01/1997,4.658462221,Bulgaria
1,01/01/1997,4.048855474,Croatia
1,01/01/1997,2.146839448,Cyprus
1,01/01/1997,8.208298127,Czech Republic
1,01/01/1997,11.287991043,Denmark
1,01/01/1997,1.410063748,Estonia
1,01/01/1997,10.623757975,Finland
1,01/01/1997,95.049593914,France
1,01/01/1997,141.875319074,Germany
1,01/01/1997,19.390096313,Greece
1,01/01/1997,7.348012969,Hungary
1,01/01/1997,0.791668577,Iceland
1,01/01/1997,6.725281122,Ireland
1,01/01/1997,96.449588827,Italy
1,01/01/1997,1.782127945,Latvia
1,01/01/1997,3.314328676,Lithuania
1,01/01/1997,1.991307412,Luxembourg
1,01/01/1997,39.961170643,Netherlands
1,01/01/1997,1.058082056,North Macedonia
1,01/01/1997,9.932294734,Norway
1,01/01/1997,18.892234282,Poland
1,01/01/1997,14.583346986,Portugal
1,01/01/1997,13.692919461,Romania
1,01/01/1997,3.482592624,Slovakia
1,01/01/1997,2.653815584,Slovenia
1,01/01/1997,62.493777137,Spain
1,01/01/1997,17.655872425,Sweden
1,01/01/1997,13.381443585,Switzerland
1,01/01/1997,30.705200368,Turkey
1,01/01/1997,14.33171751,Ukraine
1,01/01/1997,84.732866843,United Kingdom
1,01/01/1997,5.709603147,Azerbaijan
1,01/01/1997,9.274316519,Belarus
1,01/01/1997,10.459825565,Kazakhstan
1,01/01/1997,131.290416881,Russian Federation
1,01/01/1997,3.072086319,Turkmenistan
1,01/01/1997,,USSR
1,01/01/1997,7.130246155,Uzbekistan
1,01/01/1997,69.333813458,Iran
1,01/01/1997,34.418159086,Iraq
1,01/01/1997,11.821410899,Israel
1,01/01/1997,7.526819571,Kuwait
1,01/01/1997,2.37261061,Oman
1,01/01/1997,2.090950535,Qatar
1,01/01/1997,65.311291077,Saudi Arabia
1,01/01/1997,20.77465439,United Arab Emirates
1,01/01/1997,8.395822824,Algeria
1,01/01/1997,26.425303979,Egypt
1,01/01/1997,7.02830085,Morocco
1,01/01/1997,21.719932054,South Africa
1,01/01/1997,13.119678179,Eastern Africa
1,01/01/1997,39.254913286,Australia
1,01/01/1997,3.514783964,Bangladesh
1,01/01/1997,195.466472978,China
1,01/01/1997,9.608798366,China Hong Kong SAR
1,01/01/1997,89.102362687,India
1,01/01/1997,50.593693871,Indonesia
1,01/01/1997,275.820509315,Japan
1,01/01/1997,24.639987706,Malaysia
1,01/01/1997,6.10485792,New Zealand
1,01/01/1997,17.333697,Pakistan
1,01/01/1997,19.320309926,Philippines
1,01/01/1997,34.20491841,Singapore
1,01/01/1997,115.457943895,South Korea
1,01/01/1997,2.53887056,Sri Lanka
1,01/01/1997,39.664546916,Taiwan
1,01/01/1997,39.00537068,Thailand
1,01/01/1997,6.5226365,Vietnam
1,01/01/1998,92.155392256,Canada
1,01/01/1998,87.868227818,Mexico
1,01/01/1998,884.212679622,US
1,01/01/1998,22.123112735,Argentina
1,01/01/1998,95.702223367,Brazil
1,01/01/1998,12.383361656,Chile
1,01/01/1998,13.079618334,Colombia
1,01/01/1998,6.850355594,Ecuador
1,01/01/1998,7.721566781,Peru
1,01/01/1998,1.013774458,Trinidad & Tobago
1,01/01/1998,22.709581466,Venezuela
1,01/01/1998,12.718737843,Austria
1,01/01/1998,32.256352224,Belgium
1,01/01/1998,4.913760304,Bulgaria
1,01/01/1998,4.563588516,Croatia
1,01/01/1998,2.345983281,Cyprus
1,01/01/1998,8.474924023,Czech Republic
1,01/01/1998,10.920013949,Denmark
1,01/01/1998,1.404165735,Estonia
1,01/01/1998,11.135964731,Finland
1,01/01/1998,98.444524697,France
1,01/01/1998,142.039567044,Germany
1,01/01/1998,20.308846492,Greece
1,01/01/1998,7.669028208,Hungary
1,01/01/1998,0.811094893,Iceland
1,01/01/1998,7.537245271,Ireland
1,01/01/1998,96.718579989,Italy
1,01/01/1998,1.702085149,Latvia
1,01/01/1998,3.80204101,Lithuania
1,01/01/1998,2.071455649,Luxembourg
1,01/01/1998,40.435666768,Netherlands
1,01/01/1998,0.952262479,North Macedonia
1,01/01/1998,9.951433774,Norway
1,01/01/1998,21.485889678,Poland
1,01/01/1998,15.98716406,Portugal
1,01/01/1998,12.005213719,Romania
1,01/01/1998,3.901179469,Slovakia
1,01/01/1998,2.544374995,Slovenia
1,01/01/1998,67.636752366,Spain
1,01/01/1998,19.919161248,Sweden
1,01/01/1998,13.546442987,Switzerland
1,01/01/1998,30.649922303,Turkey
1,01/01/1998,14.813741324,Ukraine
1,01/01/1998,84.40008448,United Kingdom
1,01/01/1998,6.008038992,Azerbaijan
1,01/01/1998,8.778452876,Belarus
1,01/01/1998,8.693723987,Kazakhstan
1,01/01/1998,125.764494785,Russian Federation
1,01/01/1998,3.941659119,Turkmenistan
1,01/01/1998,,USSR
1,01/01/1998,7.031604734,Uzbekistan
1,01/01/1998,66.82718875,Iran
1,01/01/1998,23.117361397,Iraq
1,01/01/1998,12.618770373,Israel
1,01/01/1998,10.592015655,Kuwait
1,01/01/1998,2.38414486,Oman
1,01/01/1998,2.145058207,Qatar
1,01/01/1998,69.45717856,Saudi Arabia
1,01/01/1998,20.671690145,United Arab Emirates
1,01/01/1998,8.655094416,Algeria
1,01/01/1998,27.808407805,Egypt
1,01/01/1998,6.965324568,Morocco
1,01/01/1998,22.050983092,South Africa
1,01/01/1998,13.300034732,Eastern Africa
1,01/01/1998,39.206647301,Australia
1,01/01/1998,3.874097449,Bangladesh
1,01/01/1998,200.806065166,China
1,01/01/1998,9.219251887,China Hong Kong SAR
1,01/01/1998,95.435276631,India
1,01/01/1998,48.222292562,Indonesia
1,01/01/1998,264.998267597,Japan
1,01/01/1998,21.143333457,Malaysia
1,01/01/1998,6.206039154,New Zealand
1,01/01/1998,17.922591621,Pakistan
1,01/01/1998,19.516880147,Philippines
1,01/01/1998,34.696765143,Singapore
1,01/01/1998,97.776043016,South Korea
1,01/01/1998,2.711338482,Sri Lanka
1,01/01/1998,40.931555872,Taiwan
1,01/01/1998,35.707636724,Thailand
1,01/01/1998,7.188665568,Vietnam
1,01/01/1999,93.950689926,Canada
1,01/01/1999,87.063020801,Mexico
1,01/01/1999,908.900365691,US
1,01/01/1999,20.598926459,Argentina
1,01/01/1999,97.074858582,Brazil
1,01/01/1999,12.524552169,Chile
1,01/01/1999,11.602873728,Colombia
1,01/01/1999,6.207447836,Ecuador
1,01/01/1999,7.926418267,Peru
1,01/01/1999,1.793139343,Trinidad & Tobago
1,01/01/1999,24.375753448,Venezuela
1,01/01/1999,12.502895123,Austria
1,01/01/1999,31.158454193,Belgium
1,01/01/1999,4.501651605,Bulgaria
1,01/01/1999,4.518726593,Croatia
1,01/01/1999,2.459291392,Cyprus
1,01/01/1999,8.447007786,Czech Republic
1,01/01/1999,10.837707653,Denmark
1,01/01/1999,1.272807084,Estonia
1,01/01/1999,11.222019872,Finland
1,01/01/1999,99.835901739,France
1,01/01/1999,137.805120092,Germany
1,01/01/1999,19.809186418,Greece
1,01/01/1999,7.382001529,Hungary
1,01/01/1999,0.809717015,Iceland
1,01/01/1999,8.532712334,Ireland
1,01/01/1999,96.497818477,Italy
1,01/01/1999,1.585323877,Latvia
1,01/01/1999,3.130330515,Lithuania
1,01/01/1999,2.213192218,Luxembourg
1,01/01/1999,41.211827204,Netherlands
1,01/01/1999,0.952325033,North Macedonia
1,01/01/1999,9.865936894,Norway
1,01/01/1999,22.507084579,Poland
1,01/01/1999,16.548357076,Portugal
1,01/01/1999,9.535782841,Romania
1,01/01/1999,3.536957772,Slovakia
1,01/01/1999,2.555787371,Slovenia
1,01/01/1999,69.983783752,Spain
1,01/01/1999,19.140379068,Sweden
1,01/01/1999,13.144825236,Switzerland
1,01/01/1999,30.507465057,Turkey
1,01/01/1999,13.228701365,Ukraine
1,01/01/1999,83.221676248,United Kingdom
1,01/01/1999,5.759990757,Azerbaijan
1,01/01/1999,8.04895868,Belarus
1,01/01/1999,7.169274379,Kazakhstan
1,01/01/1999,128.57403969,Russian Federation
1,01/01/1999,4.302528733,Turkmenistan
1,01/01/1999,,USSR
1,01/01/1999,7.223874463,Uzbekistan
1,01/01/1999,67.305393317,Iran
1,01/01/1999,16.82250434,Iraq
1,01/01/1999,13.452811363,Israel
1,01/01/1999,11.821304619,Kuwait
1,01/01/1999,3.048090332,Oman
1,01/01/1999,2.104261656,Qatar
1,01/01/1999,71.930866244,Saudi Arabia
1,01/01/1999,20.182646795,United Arab Emirates
1,01/01/1999,8.503727071,Algeria
1,01/01/1999,28.354612735,Egypt
1,01/01/1999,7.674732063,Morocco
1,01/01/1999,22.354314948,South Africa
1,01/01/1999,14.032415326,Eastern Africa
1,01/01/1999,40.425394634,Australia
1,01/01/1999,3.455189094,Bangladesh
1,01/01/1999,213.686109988,China
1,01/01/1999,9.809415855,China Hong Kong SAR
1,01/01/1999,104.199539602,India
1,01/01/1999,50.446243957,Indonesia
1,01/01/1999,269.882605718,Japan
1,01/01/1999,23.252842002,Malaysia
1,01/01/1999,6.263576103,New Zealand
1,01/01/1999,18.573841621,Pakistan
1,01/01/1999,18.500246489,Philippines
1,01/01/1999,34.33807772,Singapore
1,01/01/1999,104.836128666,South Korea
1,01/01/1999,2.958920044,Sri Lanka
1,01/01/1999,44.03478227,Taiwan
1,01/01/1999,38.06907832,Thailand
1,01/01/1999,7.898601916,Vietnam
1,01/01/2000,93.944733046,Canada
1,01/01/2000,91.179051436,Mexico
1,01/01/2000,919.421960663,US
1,01/01/2000,20.806248041,Argentina
1,01/01/2000,94.710592626,Brazil
1,01/01/2000,12.241531948,Chile
1,01/01/2000,11.364599066,Colombia
1,01/01/2000,6.606055412,Ecuador
1,01/01/2000,7.718498089,Peru
1,01/01/2000,1.774788855,Trinidad & Tobago
1,01/01/2000,24.534470782,Venezuela
1,01/01/2000,12.243724921,Austria
1,01/01/2000,31.94742098,Belgium
1,01/01/2000,4.346413856,Bulgaria
1,01/01/2000,4.01971723,Croatia
1,01/01/2000,2.565986696,Cyprus
1,01/01/2000,8.189554529,Czech Republic
1,01/01/2000,10.536086008,Denmark
1,01/01/2000,1.16552816,Estonia
1,01/01/2000,11.243266722,Finland
1,01/01/2000,98.331760461,France
1,01/01/2000,135.292096971,Germany
1,01/01/2000,20.692635907,Greece
1,01/01/2000,7.091990494,Hungary
1,01/01/2000,0.825326192,Iceland
1,01/01/2000,8.421619972,Ireland
1,01/01/2000,95.924755947,Italy
1,01/01/2000,1.301733898,Latvia
1,01/01/2000,2.412791989,Lithuania
1,01/01/2000,2.374101658,Luxembourg
1,01/01/2000,41.804168199,Netherlands
1,01/01/2000,0.968920339,North Macedonia
1,01/01/2000,9.141838684,Norway
1,01/01/2000,20.690574212,Poland
1,01/01/2000,16.226289403,Portugal
1,01/01/2000,10.01880214,Romania
1,01/01/2000,3.513759291,Slovakia
1,01/01/2000,2.422228655,Slovenia
1,01/01/2000,70.952351952,Spain
1,01/01/2000,16.518267009,Sweden
1,01/01/2000,12.750324568,Switzerland
1,01/01/2000,31.972271663,Turkey
1,01/01/2000,12.469956122,Ukraine
1,01/01/2000,82.095601427,United Kingdom
